Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.086, 0.029, 0.299, 0.030] | Action Distribution: FORWARD: 0.1623 | TURN_LEFT: 0.1697 | TURN_RIGHT: 0.1673 | FORWARD_LEFT: 0.1651 | FORWARD_RIGHT: 0.1678 | BACKWARD: 0.1677 | Selected: BACKWARD (prob: 0.1677)
Episode 44 | Step 10 | State: [0.032, 0.032, 0.000, 0.000, 0.040, 0.029, 0.315, 0.105] | Action Distribution: FORWARD: 0.0053 | TURN_LEFT: 0.1052 | TURN_RIGHT: 0.3996 | FORWARD_LEFT: 0.0428 | FORWARD_RIGHT: 0.4145 | BACKWARD: 0.0326 | Selected: FORWARD (prob: 0.0053)
Episode 45 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.053, 0.029, 0.309, 0.120] | Action Distribution: FORWARD: 0.0073 | TURN_LEFT: 0.1368 | TURN_RIGHT: 0.4335 | FORWARD_LEFT: 0.0494 | FORWARD_RIGHT: 0.3212 | BACKWARD: 0.0517 | Selected: TURN_RIGHT (prob: 0.4335)
Episode 45 | Step 2 | State: [0.032, 0.032, 0.000, 0.000, 0.041, 0.029, 0.305, 0.119] | Action Distribution: FORWARD: 0.0080 | TURN_LEFT: 0.1449 | TURN_RIGHT: 0.4393 | FORWARD_LEFT: 0.0519 | FORWARD_RIGHT: 0.2989 | BACKWARD: 0.0569 | Selected: TURN_RIGHT (prob: 0.4393)
Episode 45 | Step 3 | State: [0.032, 0.043, 0.000, 0.000, 0.029, 0.029, 0.300, 0.116] | Action Distribution: FORWARD: 0.0087 | TURN_LEFT: 0.1515 | TURN_RIGHT: 0.4374 | FORWARD_LEFT: 0.0538 | FORWARD_RIGHT: 0.2856 | BACKWARD: 0.0631 | Selected: FORWARD_RIGHT (prob: 0.2856)
Episode 45 | Step 4 | State: [0.032, 0.044, 0.000, 0.000, 0.029, 0.036, 0.293, 0.124] | Action Distribution: FORWARD: 0.0108 | TURN_LEFT: 0.1793 | TURN_RIGHT: 0.4425 | FORWARD_LEFT: 0.0570 | FORWARD_RIGHT: 0.2212 | BACKWARD: 0.0892 | Selected: TURN_RIGHT (prob: 0.4425)
Episode 45 | Step 5 | State: [0.032, 0.057, 0.000, 0.000, 0.029, 0.029, 0.289, 0.118] | Action Distribution: FORWARD: 0.0111 | TURN_LEFT: 0.1836 | TURN_RIGHT: 0.4335 | FORWARD_LEFT: 0.0577 | FORWARD_RIGHT: 0.2154 | BACKWARD: 0.0988 | Selected: TURN_RIGHT (prob: 0.4335)
Episode 45 | Step 6 | State: [0.032, 0.068, 0.000, 0.000, 0.029, 0.029, 0.289, 0.111] | Action Distribution: FORWARD: 0.0111 | TURN_LEFT: 0.1889 | TURN_RIGHT: 0.4243 | FORWARD_LEFT: 0.0578 | FORWARD_RIGHT: 0.2079 | BACKWARD: 0.1099 | Selected: TURN_RIGHT (prob: 0.4243)
Episode 45 | Step 7 | State: [0.032, 0.067, 0.000, 0.000, 0.029, 0.029, 0.289, 0.104] | Action Distribution: FORWARD: 0.0113 | TURN_LEFT: 0.1933 | TURN_RIGHT: 0.4252 | FORWARD_LEFT: 0.0579 | FORWARD_RIGHT: 0.2006 | BACKWARD: 0.1118 | Selected: TURN_LEFT (prob: 0.1933)
Episode 45 | Step 8 | State: [0.032, 0.068, 0.000, 0.000, 0.029, 0.029, 0.289, 0.111] | Action Distribution: FORWARD: 0.0119 | TURN_LEFT: 0.2030 | TURN_RIGHT: 0.4166 | FORWARD_LEFT: 0.0569 | FORWARD_RIGHT: 0.1797 | BACKWARD: 0.1320 | Selected: TURN_RIGHT (prob: 0.4166)
Episode 45 | Step 9 | State: [0.032, 0.067, 0.000, 0.000, 0.029, 0.029, 0.289, 0.104] | Action Distribution: FORWARD: 0.0114 | TURN_LEFT: 0.1997 | TURN_RIGHT: 0.4223 | FORWARD_LEFT: 0.0560 | FORWARD_RIGHT: 0.1904 | BACKWARD: 0.1202 | Selected: TURN_RIGHT (prob: 0.4223)
Episode 45 | Step 10 | State: [0.032, 0.057, 0.000, 0.000, 0.029, 0.029, 0.289, 0.097] | Action Distribution: FORWARD: 0.0110 | TURN_LEFT: 0.1952 | TURN_RIGHT: 0.4361 | FORWARD_LEFT: 0.0552 | FORWARD_RIGHT: 0.2005 | BACKWARD: 0.1019 | Selected: TURN_RIGHT (prob: 0.4361)
Episode 46 | Step 1 | State: [0.032, 0.045, 0.000, 0.000, 0.029, 0.029, 0.289, 0.089] | Action Distribution: FORWARD: 0.0103 | TURN_LEFT: 0.1858 | TURN_RIGHT: 0.4466 | FORWARD_LEFT: 0.0537 | FORWARD_RIGHT: 0.2163 | BACKWARD: 0.0874 | Selected: TURN_RIGHT (prob: 0.4466)
Episode 46 | Step 2 | State: [0.043, 0.039, 0.000, 0.000, 0.036, 0.029, 0.289, 0.073] | Action Distribution: FORWARD: 0.0090 | TURN_LEFT: 0.1695 | TURN_RIGHT: 0.4509 | FORWARD_LEFT: 0.0513 | FORWARD_RIGHT: 0.2480 | BACKWARD: 0.0712 | Selected: TURN_RIGHT (prob: 0.4509)
Episode 46 | Step 3 | State: [0.125, 0.032, 0.000, 0.000, 0.039, 0.029, 0.290, 0.057] | Action Distribution: FORWARD: 0.0078 | TURN_LEFT: 0.1582 | TURN_RIGHT: 0.4412 | FORWARD_LEFT: 0.0509 | FORWARD_RIGHT: 0.2848 | BACKWARD: 0.0571 | Selected: TURN_RIGHT (prob: 0.4412)
Episode 46 | Step 4 | State: [0.204, 0.032, 0.000, 0.000, 0.039, 0.029, 0.289, 0.053] | Action Distribution: FORWARD: 0.0070 | TURN_LEFT: 0.1569 | TURN_RIGHT: 0.4272 | FORWARD_LEFT: 0.0509 | FORWARD_RIGHT: 0.3071 | BACKWARD: 0.0509 | Selected: FORWARD_RIGHT (prob: 0.3071)
Episode 46 | Step 5 | State: [0.294, 0.032, 0.000, 0.000, 0.065, 0.029, 0.289, 0.040] | Action Distribution: FORWARD: 0.0063 | TURN_LEFT: 0.1702 | TURN_RIGHT: 0.4130 | FORWARD_LEFT: 0.0520 | FORWARD_RIGHT: 0.3074 | BACKWARD: 0.0511 | Selected: TURN_RIGHT (prob: 0.4130)
Episode 46 | Step 6 | State: [0.392, 0.032, 0.000, 0.000, 0.063, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0051 | TURN_LEFT: 0.1640 | TURN_RIGHT: 0.3960 | FORWARD_LEFT: 0.0494 | FORWARD_RIGHT: 0.3407 | BACKWARD: 0.0448 | Selected: TURN_RIGHT (prob: 0.3960)
Episode 46 | Step 7 | State: [0.458, 0.032, 0.000, 0.000, 0.051, 0.043, 0.302, 0.030] | Action Distribution: FORWARD: 0.0041 | TURN_LEFT: 0.1506 | TURN_RIGHT: 0.3739 | FORWARD_LEFT: 0.0454 | FORWARD_RIGHT: 0.3867 | BACKWARD: 0.0393 | Selected: TURN_LEFT (prob: 0.1506)
Episode 46 | Step 8 | State: [0.396, 0.032, 0.000, 0.000, 0.063, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0040 | TURN_LEFT: 0.1243 | TURN_RIGHT: 0.3601 | FORWARD_LEFT: 0.0418 | FORWARD_RIGHT: 0.4361 | BACKWARD: 0.0336 | Selected: TURN_LEFT (prob: 0.1243)
Episode 46 | Step 9 | State: [0.300, 0.032, 0.000, 0.000, 0.073, 0.029, 0.289, 0.040] | Action Distribution: FORWARD: 0.0040 | TURN_LEFT: 0.0986 | TURN_RIGHT: 0.3395 | FORWARD_LEFT: 0.0375 | FORWARD_RIGHT: 0.4914 | BACKWARD: 0.0291 | Selected: FORWARD_RIGHT (prob: 0.4914)
Episode 46 | Step 10 | State: [0.291, 0.032, 0.000, 0.000, 0.068, 0.029, 0.290, 0.030] | Action Distribution: FORWARD: 0.0032 | TURN_LEFT: 0.0762 | TURN_RIGHT: 0.2995 | FORWARD_LEFT: 0.0323 | FORWARD_RIGHT: 0.5663 | BACKWARD: 0.0225 | Selected: FORWARD_RIGHT (prob: 0.5663)
Episode 47 | Step 1 | State: [0.172, 0.032, 0.000, 0.000, 0.060, 0.029, 0.298, 0.030] | Action Distribution: FORWARD: 0.0026 | TURN_LEFT: 0.0571 | TURN_RIGHT: 0.2672 | FORWARD_LEFT: 0.0269 | FORWARD_RIGHT: 0.6291 | BACKWARD: 0.0172 | Selected: FORWARD_RIGHT (prob: 0.6291)
Episode 47 | Step 2 | State: [0.117, 0.032, 0.000, 0.000, 0.047, 0.029, 0.314, 0.030] | Action Distribution: FORWARD: 0.0018 | TURN_LEFT: 0.0454 | TURN_RIGHT: 0.2324 | FORWARD_LEFT: 0.0226 | FORWARD_RIGHT: 0.6850 | BACKWARD: 0.0128 | Selected: FORWARD_RIGHT (prob: 0.6850)
Episode 47 | Step 3 | State: [0.109, 0.032, 0.000, 0.000, 0.029, 0.029, 0.313, 0.056] | Action Distribution: FORWARD: 0.0019 | TURN_LEFT: 0.0448 | TURN_RIGHT: 0.2247 | FORWARD_LEFT: 0.0227 | FORWARD_RIGHT: 0.6930 | BACKWARD: 0.0130 | Selected: FORWARD_RIGHT (prob: 0.6930)
Episode 47 | Step 4 | State: [0.108, 0.032, 0.000, 0.000, 0.029, 0.029, 0.314, 0.098] | Action Distribution: FORWARD: 0.0023 | TURN_LEFT: 0.0494 | TURN_RIGHT: 0.2321 | FORWARD_LEFT: 0.0247 | FORWARD_RIGHT: 0.6752 | BACKWARD: 0.0162 | Selected: TURN_RIGHT (prob: 0.2321)
Episode 47 | Step 5 | State: [0.114, 0.032, 0.000, 0.000, 0.029, 0.049, 0.313, 0.132] | Action Distribution: FORWARD: 0.0031 | TURN_LEFT: 0.0636 | TURN_RIGHT: 0.2424 | FORWARD_LEFT: 0.0284 | FORWARD_RIGHT: 0.6353 | BACKWARD: 0.0272 | Selected: FORWARD_RIGHT (prob: 0.6353)
Episode 47 | Step 6 | State: [0.108, 0.043, 0.000, 0.000, 0.029, 0.054, 0.307, 0.204] | Action Distribution: FORWARD: 0.0060 | TURN_LEFT: 0.1115 | TURN_RIGHT: 0.2715 | FORWARD_LEFT: 0.0369 | FORWARD_RIGHT: 0.4743 | BACKWARD: 0.0998 | Selected: TURN_RIGHT (prob: 0.2715)
Episode 47 | Step 7 | State: [0.111, 0.046, 0.000, 0.000, 0.029, 0.072, 0.307, 0.202] | Action Distribution: FORWARD: 0.0063 | TURN_LEFT: 0.1188 | TURN_RIGHT: 0.2678 | FORWARD_LEFT: 0.0376 | FORWARD_RIGHT: 0.4486 | BACKWARD: 0.1209 | Selected: TURN_RIGHT (prob: 0.2678)
Episode 47 | Step 8 | State: [0.114, 0.062, 0.000, 0.000, 0.029, 0.090, 0.308, 0.193] | Action Distribution: FORWARD: 0.0062 | TURN_LEFT: 0.1210 | TURN_RIGHT: 0.2568 | FORWARD_LEFT: 0.0373 | FORWARD_RIGHT: 0.4407 | BACKWARD: 0.1380 | Selected: FORWARD_RIGHT (prob: 0.4407)
Episode 47 | Step 9 | State: [0.101, 0.058, 0.000, 0.000, 0.029, 0.109, 0.307, 0.133] | Action Distribution: FORWARD: 0.0047 | TURN_LEFT: 0.0961 | TURN_RIGHT: 0.2550 | FORWARD_LEFT: 0.0350 | FORWARD_RIGHT: 0.5387 | BACKWARD: 0.0706 | Selected: TURN_RIGHT (prob: 0.2550)
Episode 47 | Step 10 | State: [0.101, 0.057, 0.000, 0.000, 0.029, 0.130, 0.310, 0.081] | Action Distribution: FORWARD: 0.0035 | TURN_LEFT: 0.0758 | TURN_RIGHT: 0.2407 | FORWARD_LEFT: 0.0317 | FORWARD_RIGHT: 0.6088 | BACKWARD: 0.0395 | Selected: TURN_RIGHT (prob: 0.2407)
Episode 48 | Step 1 | State: [0.100, 0.067, 0.000, 0.000, 0.029, 0.138, 0.311, 0.030] | Action Distribution: FORWARD: 0.0025 | TURN_LEFT: 0.0566 | TURN_RIGHT: 0.2191 | FORWARD_LEFT: 0.0271 | FORWARD_RIGHT: 0.6719 | BACKWARD: 0.0227 | Selected: FORWARD_RIGHT (prob: 0.6719)
Episode 48 | Step 2 | State: [0.087, 0.051, 0.000, 0.000, 0.029, 0.167, 0.313, 0.029] | Action Distribution: FORWARD: 0.0038 | TURN_LEFT: 0.0839 | TURN_RIGHT: 0.2768 | FORWARD_LEFT: 0.0338 | FORWARD_RIGHT: 0.5640 | BACKWARD: 0.0378 | Selected: FORWARD_RIGHT (prob: 0.5640)
Episode 48 | Step 3 | State: [0.066, 0.032, 0.000, 0.000, 0.029, 0.210, 0.306, 0.030] | Action Distribution: FORWARD: 0.0065 | TURN_LEFT: 0.1456 | TURN_RIGHT: 0.3552 | FORWARD_LEFT: 0.0421 | FORWARD_RIGHT: 0.3640 | BACKWARD: 0.0866 | Selected: TURN_LEFT (prob: 0.1456)
Episode 48 | Step 4 | State: [0.074, 0.036, 0.000, 0.000, 0.029, 0.219, 0.305, 0.030] | Action Distribution: FORWARD: 0.0075 | TURN_LEFT: 0.1742 | TURN_RIGHT: 0.3680 | FORWARD_LEFT: 0.0441 | FORWARD_RIGHT: 0.2914 | BACKWARD: 0.1148 | Selected: TURN_LEFT (prob: 0.1742)
Episode 48 | Step 5 | State: [0.079, 0.042, 0.000, 0.000, 0.029, 0.207, 0.305, 0.030] | Action Distribution: FORWARD: 0.0077 | TURN_LEFT: 0.1824 | TURN_RIGHT: 0.3732 | FORWARD_LEFT: 0.0450 | FORWARD_RIGHT: 0.2728 | BACKWARD: 0.1189 | Selected: TURN_RIGHT (prob: 0.3732)
Episode 48 | Step 6 | State: [0.074, 0.032, 0.000, 0.000, 0.029, 0.219, 0.305, 0.030] | Action Distribution: FORWARD: 0.0087 | TURN_LEFT: 0.2146 | TURN_RIGHT: 0.3837 | FORWARD_LEFT: 0.0454 | FORWARD_RIGHT: 0.2010 | BACKWARD: 0.1466 | Selected: BACKWARD (prob: 0.1466)
Episode 48 | Step 7 | State: [0.088, 0.054, 0.000, 0.000, 0.029, 0.154, 0.310, 0.030] | Action Distribution: FORWARD: 0.0066 | TURN_LEFT: 0.1586 | TURN_RIGHT: 0.3815 | FORWARD_LEFT: 0.0454 | FORWARD_RIGHT: 0.3286 | BACKWARD: 0.0793 | Selected: FORWARD_RIGHT (prob: 0.3286)
Episode 48 | Step 8 | State: [0.067, 0.039, 0.000, 0.000, 0.029, 0.190, 0.310, 0.029] | Action Distribution: FORWARD: 0.0082 | TURN_LEFT: 0.2083 | TURN_RIGHT: 0.4030 | FORWARD_LEFT: 0.0465 | FORWARD_RIGHT: 0.2129 | BACKWARD: 0.1211 | Selected: FORWARD_RIGHT (prob: 0.2129)
Episode 48 | Step 9 | State: [0.039, 0.032, 0.000, 0.000, 0.029, 0.246, 0.304, 0.030] | Action Distribution: FORWARD: 0.0097 | TURN_LEFT: 0.2666 | TURN_RIGHT: 0.3684 | FORWARD_LEFT: 0.0413 | FORWARD_RIGHT: 0.1025 | BACKWARD: 0.2114 | Selected: TURN_RIGHT (prob: 0.3684)
Episode 48 | Step 10 | State: [0.032, 0.039, 0.000, 0.000, 0.029, 0.206, 0.304, 0.030] | Action Distribution: FORWARD: 0.0090 | TURN_LEFT: 0.2306 | TURN_RIGHT: 0.4132 | FORWARD_LEFT: 0.0451 | FORWARD_RIGHT: 0.1594 | BACKWARD: 0.1427 | Selected: BACKWARD (prob: 0.1427)
Episode 49 | Step 1 | State: [0.054, 0.062, 0.000, 0.000, 0.029, 0.113, 0.308, 0.030] | Action Distribution: FORWARD: 0.0052 | TURN_LEFT: 0.1166 | TURN_RIGHT: 0.3893 | FORWARD_LEFT: 0.0420 | FORWARD_RIGHT: 0.4009 | BACKWARD: 0.0460 | Selected: TURN_RIGHT (prob: 0.3893)
Episode 49 | Step 2 | State: [0.043, 0.068, 0.000, 0.000, 0.029, 0.081, 0.308, 0.030] | Action Distribution: FORWARD: 0.0040 | TURN_LEFT: 0.0838 | TURN_RIGHT: 0.3589 | FORWARD_LEFT: 0.0368 | FORWARD_RIGHT: 0.4873 | BACKWARD: 0.0291 | Selected: TURN_RIGHT (prob: 0.3589)
Episode 49 | Step 3 | State: [0.032, 0.080, 0.000, 0.000, 0.051, 0.053, 0.307, 0.030] | Action Distribution: FORWARD: 0.0033 | TURN_LEFT: 0.0708 | TURN_RIGHT: 0.3372 | FORWARD_LEFT: 0.0342 | FORWARD_RIGHT: 0.5310 | BACKWARD: 0.0235 | Selected: TURN_LEFT (prob: 0.0708)
Episode 49 | Step 4 | State: [0.043, 0.068, 0.000, 0.000, 0.029, 0.081, 0.308, 0.030] | Action Distribution: FORWARD: 0.0032 | TURN_LEFT: 0.0667 | TURN_RIGHT: 0.3400 | FORWARD_LEFT: 0.0334 | FORWARD_RIGHT: 0.5355 | BACKWARD: 0.0212 | Selected: TURN_LEFT (prob: 0.0667)
Episode 49 | Step 5 | State: [0.054, 0.062, 0.000, 0.000, 0.029, 0.113, 0.308, 0.030] | Action Distribution: FORWARD: 0.0035 | TURN_LEFT: 0.0726 | TURN_RIGHT: 0.3590 | FORWARD_LEFT: 0.0346 | FORWARD_RIGHT: 0.5061 | BACKWARD: 0.0242 | Selected: FORWARD_RIGHT (prob: 0.5061)
Episode 49 | Step 6 | State: [0.032, 0.053, 0.000, 0.000, 0.029, 0.134, 0.305, 0.030] | Action Distribution: FORWARD: 0.0038 | TURN_LEFT: 0.0795 | TURN_RIGHT: 0.3871 | FORWARD_LEFT: 0.0356 | FORWARD_RIGHT: 0.4668 | BACKWARD: 0.0272 | Selected: FORWARD_RIGHT (prob: 0.4668)
Episode 49 | Step 7 | State: [0.032, 0.032, 0.000, 0.000, 0.059, 0.169, 0.296, 0.030] | Action Distribution: FORWARD: 0.0055 | TURN_LEFT: 0.1186 | TURN_RIGHT: 0.4535 | FORWARD_LEFT: 0.0415 | FORWARD_RIGHT: 0.3325 | BACKWARD: 0.0484 | Selected: TURN_RIGHT (prob: 0.4535)
Episode 49 | Step 8 | State: [0.032, 0.032, 0.000, 0.000, 0.102, 0.113, 0.292, 0.030] | Action Distribution: FORWARD: 0.0049 | TURN_LEFT: 0.0999 | TURN_RIGHT: 0.4409 | FORWARD_LEFT: 0.0398 | FORWARD_RIGHT: 0.3764 | BACKWARD: 0.0381 | Selected: FORWARD_RIGHT (prob: 0.3764)
Episode 49 | Step 9 | State: [0.134, 0.032, 0.000, 0.000, 0.197, 0.142, 0.289, 0.030] | Action Distribution: FORWARD: 0.0070 | TURN_LEFT: 0.2441 | TURN_RIGHT: 0.4380 | FORWARD_LEFT: 0.0483 | FORWARD_RIGHT: 0.1484 | BACKWARD: 0.1142 | Selected: FORWARD_RIGHT (prob: 0.1484)
Episode 49 | Step 10 | State: [0.216, 0.032, 0.000, 0.000, 0.605, 0.198, 0.289, 0.030] | Action Distribution: FORWARD: 0.0010 | TURN_LEFT: 0.4075 | TURN_RIGHT: 0.0264 | FORWARD_LEFT: 0.0030 | FORWARD_RIGHT: 0.0001 | BACKWARD: 0.5620 | Selected: BACKWARD (prob: 0.5620)
Episode 50 | Step 1 | State: [0.271, 0.032, 0.000, 0.000, 0.310, 0.070, 0.289, 0.030] | Action Distribution: FORWARD: 0.0057 | TURN_LEFT: 0.4411 | TURN_RIGHT: 0.3084 | FORWARD_LEFT: 0.0476 | FORWARD_RIGHT: 0.0496 | BACKWARD: 0.1475 | Selected: TURN_RIGHT (prob: 0.3084)
Episode 50 | Step 2 | State: [0.327, 0.032, 0.000, 0.000, 0.476, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0031 | TURN_LEFT: 0.6099 | TURN_RIGHT: 0.1149 | FORWARD_LEFT: 0.0210 | FORWARD_RIGHT: 0.0040 | BACKWARD: 0.2471 | Selected: BACKWARD (prob: 0.2471)
Episode 50 | Step 3 | State: [0.449, 0.046, 0.000, 0.000, 0.262, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0041 | TURN_LEFT: 0.4901 | TURN_RIGHT: 0.3005 | FORWARD_LEFT: 0.0567 | FORWARD_RIGHT: 0.0593 | BACKWARD: 0.0893 | Selected: TURN_LEFT (prob: 0.4901)
Episode 50 | Step 4 | State: [0.305, 0.056, 0.000, 0.000, 0.190, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0050 | TURN_LEFT: 0.3150 | TURN_RIGHT: 0.4011 | FORWARD_LEFT: 0.0666 | FORWARD_RIGHT: 0.1495 | BACKWARD: 0.0627 | Selected: TURN_LEFT (prob: 0.3150)
Episode 50 | Step 5 | State: [0.189, 0.053, 0.000, 0.000, 0.120, 0.058, 0.292, 0.036] | Action Distribution: FORWARD: 0.0054 | TURN_LEFT: 0.2140 | TURN_RIGHT: 0.4623 | FORWARD_LEFT: 0.0605 | FORWARD_RIGHT: 0.2067 | BACKWARD: 0.0510 | Selected: TURN_RIGHT (prob: 0.4623)
Episode 50 | Step 6 | State: [0.306, 0.056, 0.000, 0.000, 0.189, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0051 | TURN_LEFT: 0.4069 | TURN_RIGHT: 0.3665 | FORWARD_LEFT: 0.0650 | FORWARD_RIGHT: 0.0801 | BACKWARD: 0.0764 | Selected: TURN_RIGHT (prob: 0.3665)
Episode 50 | Step 7 | State: [0.457, 0.046, 0.000, 0.000, 0.260, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0031 | TURN_LEFT: 0.6583 | TURN_RIGHT: 0.1809 | FORWARD_LEFT: 0.0420 | FORWARD_RIGHT: 0.0116 | BACKWARD: 0.1040 | Selected: TURN_LEFT (prob: 0.6583)
Episode 50 | Step 8 | State: [0.308, 0.056, 0.000, 0.000, 0.189, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0048 | TURN_LEFT: 0.4904 | TURN_RIGHT: 0.3152 | FORWARD_LEFT: 0.0607 | FORWARD_RIGHT: 0.0430 | BACKWARD: 0.0859 | Selected: TURN_RIGHT (prob: 0.3152)
Episode 50 | Step 9 | State: [0.461, 0.046, 0.000, 0.000, 0.260, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0027 | TURN_LEFT: 0.7053 | TURN_RIGHT: 0.1411 | FORWARD_LEFT: 0.0360 | FORWARD_RIGHT: 0.0059 | BACKWARD: 0.1090 | Selected: TURN_RIGHT (prob: 0.1411)
Episode 50 | Step 10 | State: [0.564, 0.032, 0.000, 0.000, 0.297, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0016 | TURN_LEFT: 0.7838 | TURN_RIGHT: 0.0756 | FORWARD_LEFT: 0.0224 | FORWARD_RIGHT: 0.0014 | BACKWARD: 0.1152 | Selected: BACKWARD (prob: 0.1152)
Episode 51 | Step 1 | State: [0.931, 0.077, 0.000, 0.000, 0.182, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0006 | TURN_LEFT: 0.8493 | TURN_RIGHT: 0.0554 | FORWARD_LEFT: 0.0225 | FORWARD_RIGHT: 0.0016 | BACKWARD: 0.0706 | Selected: TURN_LEFT (prob: 0.8493)
Episode 51 | Step 2 | State: [0.739, 0.078, 0.000, 0.000, 0.148, 0.029, 0.292, 0.030] | Action Distribution: FORWARD: 0.0013 | TURN_LEFT: 0.7555 | TURN_RIGHT: 0.1204 | FORWARD_LEFT: 0.0385 | FORWARD_RIGHT: 0.0068 | BACKWARD: 0.0774 | Selected: TURN_LEFT (prob: 0.7555)
Episode 51 | Step 3 | State: [0.345, 0.079, 0.000, 0.000, 0.125, 0.029, 0.296, 0.030] | Action Distribution: FORWARD: 0.0042 | TURN_LEFT: 0.4642 | TURN_RIGHT: 0.3370 | FORWARD_LEFT: 0.0661 | FORWARD_RIGHT: 0.0530 | BACKWARD: 0.0756 | Selected: TURN_LEFT (prob: 0.4642)
Episode 51 | Step 4 | State: [0.162, 0.079, 0.000, 0.000, 0.083, 0.029, 0.300, 0.030] | Action Distribution: FORWARD: 0.0050 | TURN_LEFT: 0.2658 | TURN_RIGHT: 0.4791 | FORWARD_LEFT: 0.0636 | FORWARD_RIGHT: 0.1300 | BACKWARD: 0.0566 | Selected: FORWARD_LEFT (prob: 0.0636)
Episode 51 | Step 5 | State: [0.113, 0.053, 0.000, 0.000, 0.056, 0.092, 0.296, 0.040] | Action Distribution: FORWARD: 0.0062 | TURN_LEFT: 0.3004 | TURN_RIGHT: 0.4737 | FORWARD_LEFT: 0.0571 | FORWARD_RIGHT: 0.0786 | BACKWARD: 0.0840 | Selected: TURN_LEFT (prob: 0.3004)
Episode 51 | Step 6 | State: [0.032, 0.042, 0.000, 0.000, 0.029, 0.133, 0.300, 0.030] | Action Distribution: FORWARD: 0.0064 | TURN_LEFT: 0.2645 | TURN_RIGHT: 0.5115 | FORWARD_LEFT: 0.0512 | FORWARD_RIGHT: 0.0809 | BACKWARD: 0.0856 | Selected: TURN_RIGHT (prob: 0.5115)
Episode 51 | Step 7 | State: [0.113, 0.053, 0.000, 0.000, 0.056, 0.091, 0.296, 0.040] | Action Distribution: FORWARD: 0.0060 | TURN_LEFT: 0.3041 | TURN_RIGHT: 0.4633 | FORWARD_LEFT: 0.0577 | FORWARD_RIGHT: 0.0834 | BACKWARD: 0.0855 | Selected: TURN_LEFT (prob: 0.3041)
Episode 51 | Step 8 | State: [0.032, 0.049, 0.000, 0.000, 0.029, 0.109, 0.300, 0.030] | Action Distribution: FORWARD: 0.0057 | TURN_LEFT: 0.2313 | TURN_RIGHT: 0.5205 | FORWARD_LEFT: 0.0536 | FORWARD_RIGHT: 0.1235 | BACKWARD: 0.0655 | Selected: TURN_RIGHT (prob: 0.5205)
Episode 51 | Step 9 | State: [0.114, 0.053, 0.000, 0.000, 0.056, 0.091, 0.296, 0.040] | Action Distribution: FORWARD: 0.0055 | TURN_LEFT: 0.2863 | TURN_RIGHT: 0.4614 | FORWARD_LEFT: 0.0605 | FORWARD_RIGHT: 0.1145 | BACKWARD: 0.0718 | Selected: TURN_RIGHT (prob: 0.4614)
Episode 51 | Step 10 | State: [0.227, 0.060, 0.000, 0.000, 0.093, 0.057, 0.292, 0.030] | Action Distribution: FORWARD: 0.0045 | TURN_LEFT: 0.3499 | TURN_RIGHT: 0.3915 | FORWARD_LEFT: 0.0707 | FORWARD_RIGHT: 0.1218 | BACKWARD: 0.0616 | Selected: TURN_LEFT (prob: 0.3499)
Episode 52 | Step 1 | State: [0.114, 0.053, 0.000, 0.000, 0.056, 0.090, 0.296, 0.040] | Action Distribution: FORWARD: 0.0048 | TURN_LEFT: 0.2498 | TURN_RIGHT: 0.4544 | FORWARD_LEFT: 0.0625 | FORWARD_RIGHT: 0.1750 | BACKWARD: 0.0535 | Selected: TURN_LEFT (prob: 0.2498)
Episode 52 | Step 2 | State: [0.032, 0.049, 0.000, 0.000, 0.029, 0.109, 0.300, 0.030] | Action Distribution: FORWARD: 0.0043 | TURN_LEFT: 0.1753 | TURN_RIGHT: 0.4794 | FORWARD_LEFT: 0.0542 | FORWARD_RIGHT: 0.2485 | BACKWARD: 0.0384 | Selected: FORWARD_RIGHT (prob: 0.2485)
Episode 52 | Step 3 | State: [0.166, 0.032, 0.000, 0.000, 0.063, 0.166, 0.289, 0.043] | Action Distribution: FORWARD: 0.0050 | TURN_LEFT: 0.3867 | TURN_RIGHT: 0.3537 | FORWARD_LEFT: 0.0664 | FORWARD_RIGHT: 0.1035 | BACKWARD: 0.0848 | Selected: FORWARD_RIGHT (prob: 0.1035)
