Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.057, 0.020, 0.198, 0.020] | Action Distribution: FORWARD: 0.1653 | TURN_LEFT: 0.1695 | TURN_RIGHT: 0.1620 | FORWARD_LEFT: 0.1666 | FORWARD_RIGHT: 0.1717 | BACKWARD: 0.1649 | Selected: TURN_LEFT (prob: 0.1695)
Episode 65 | Step 8 | State: [0.087, 0.021, 0.000, 0.000, 0.255, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0059 | TURN_LEFT: 0.6105 | TURN_RIGHT: 0.3467 | FORWARD_LEFT: 0.0028 | FORWARD_RIGHT: 0.0045 | BACKWARD: 0.0296 | Selected: TURN_LEFT (prob: 0.6105)
Episode 65 | Step 9 | State: [0.045, 0.021, 0.000, 0.000, 0.317, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0027 | TURN_LEFT: 0.4537 | TURN_RIGHT: 0.4925 | FORWARD_LEFT: 0.0015 | FORWARD_RIGHT: 0.0026 | BACKWARD: 0.0469 | Selected: BACKWARD (prob: 0.0469)
Episode 65 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.167, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1144 | TURN_LEFT: 0.3550 | TURN_RIGHT: 0.4132 | FORWARD_LEFT: 0.0596 | FORWARD_RIGHT: 0.0472 | BACKWARD: 0.0105 | Selected: TURN_LEFT (prob: 0.3550)
Episode 66 | Step 1 | State: [0.022, 0.022, 0.000, 0.000, 0.186, 0.020, 0.194, 0.020] | Action Distribution: FORWARD: 0.1043 | TURN_LEFT: 0.3590 | TURN_RIGHT: 0.4293 | FORWARD_LEFT: 0.0531 | FORWARD_RIGHT: 0.0424 | BACKWARD: 0.0118 | Selected: FORWARD_RIGHT (prob: 0.0424)
Episode 66 | Step 2 | State: [0.046, 0.021, 0.000, 0.000, 0.274, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0178 | TURN_LEFT: 0.4557 | TURN_RIGHT: 0.4812 | FORWARD_LEFT: 0.0086 | FORWARD_RIGHT: 0.0097 | BACKWARD: 0.0270 | Selected: TURN_RIGHT (prob: 0.4812)
Episode 66 | Step 3 | State: [0.090, 0.022, 0.000, 0.000, 0.222, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0651 | TURN_LEFT: 0.5820 | TURN_RIGHT: 0.2914 | FORWARD_LEFT: 0.0204 | FORWARD_RIGHT: 0.0231 | BACKWARD: 0.0181 | Selected: TURN_LEFT (prob: 0.5820)
Episode 66 | Step 4 | State: [0.046, 0.021, 0.000, 0.000, 0.274, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0280 | TURN_LEFT: 0.4363 | TURN_RIGHT: 0.4852 | FORWARD_LEFT: 0.0117 | FORWARD_RIGHT: 0.0123 | BACKWARD: 0.0264 | Selected: TURN_RIGHT (prob: 0.4852)
Episode 66 | Step 5 | State: [0.090, 0.021, 0.000, 0.000, 0.222, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1008 | TURN_LEFT: 0.5431 | TURN_RIGHT: 0.2842 | FORWARD_LEFT: 0.0251 | FORWARD_RIGHT: 0.0289 | BACKWARD: 0.0179 | Selected: TURN_LEFT (prob: 0.5431)
Episode 66 | Step 6 | State: [0.046, 0.021, 0.000, 0.000, 0.273, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0362 | TURN_LEFT: 0.4163 | TURN_RIGHT: 0.4939 | FORWARD_LEFT: 0.0128 | FORWARD_RIGHT: 0.0131 | BACKWARD: 0.0277 | Selected: TURN_RIGHT (prob: 0.4939)
Episode 66 | Step 7 | State: [0.090, 0.021, 0.000, 0.000, 0.224, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1178 | TURN_LEFT: 0.5235 | TURN_RIGHT: 0.2876 | FORWARD_LEFT: 0.0237 | FORWARD_RIGHT: 0.0277 | BACKWARD: 0.0197 | Selected: TURN_RIGHT (prob: 0.2876)
Episode 66 | Step 8 | State: [0.168, 0.021, 0.000, 0.000, 0.161, 0.020, 0.193, 0.051] | Action Distribution: FORWARD: 0.1843 | TURN_LEFT: 0.6968 | TURN_RIGHT: 0.0633 | FORWARD_LEFT: 0.0134 | FORWARD_RIGHT: 0.0259 | BACKWARD: 0.0161 | Selected: TURN_LEFT (prob: 0.6968)
Episode 66 | Step 9 | State: [0.090, 0.021, 0.000, 0.000, 0.222, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1153 | TURN_LEFT: 0.5266 | TURN_RIGHT: 0.2933 | FORWARD_LEFT: 0.0189 | FORWARD_RIGHT: 0.0226 | BACKWARD: 0.0233 | Selected: TURN_LEFT (prob: 0.5266)
Episode 66 | Step 10 | State: [0.046, 0.021, 0.000, 0.000, 0.273, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0321 | TURN_LEFT: 0.3952 | TURN_RIGHT: 0.5176 | FORWARD_LEFT: 0.0077 | FORWARD_RIGHT: 0.0086 | BACKWARD: 0.0388 | Selected: BACKWARD (prob: 0.0388)
Episode 67 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.150, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.4676 | TURN_LEFT: 0.1818 | TURN_RIGHT: 0.2123 | FORWARD_LEFT: 0.0717 | FORWARD_RIGHT: 0.0600 | BACKWARD: 0.0066 | Selected: FORWARD (prob: 0.4676)
Episode 67 | Step 2 | State: [0.046, 0.021, 0.000, 0.000, 0.271, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0275 | TURN_LEFT: 0.3850 | TURN_RIGHT: 0.5284 | FORWARD_LEFT: 0.0055 | FORWARD_RIGHT: 0.0065 | BACKWARD: 0.0471 | Selected: TURN_LEFT (prob: 0.3850)
Episode 67 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.284, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0185 | TURN_LEFT: 0.3132 | TURN_RIGHT: 0.6028 | FORWARD_LEFT: 0.0039 | FORWARD_RIGHT: 0.0047 | BACKWARD: 0.0569 | Selected: TURN_LEFT (prob: 0.3132)
Episode 67 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.260, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0289 | TURN_LEFT: 0.3147 | TURN_RIGHT: 0.5968 | FORWARD_LEFT: 0.0056 | FORWARD_RIGHT: 0.0060 | BACKWARD: 0.0481 | Selected: TURN_RIGHT (prob: 0.5968)
Episode 67 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.283, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0147 | TURN_LEFT: 0.2952 | TURN_RIGHT: 0.6116 | FORWARD_LEFT: 0.0027 | FORWARD_RIGHT: 0.0034 | BACKWARD: 0.0723 | Selected: TURN_LEFT (prob: 0.2952)
Episode 67 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.261, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0232 | TURN_LEFT: 0.2964 | TURN_RIGHT: 0.6119 | FORWARD_LEFT: 0.0039 | FORWARD_RIGHT: 0.0044 | BACKWARD: 0.0602 | Selected: TURN_LEFT (prob: 0.2964)
Episode 67 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.237, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0387 | TURN_LEFT: 0.2963 | TURN_RIGHT: 0.6043 | FORWARD_LEFT: 0.0060 | FORWARD_RIGHT: 0.0060 | BACKWARD: 0.0487 | Selected: TURN_RIGHT (prob: 0.6043)
Episode 67 | Step 8 | State: [0.021, 0.022, 0.000, 0.000, 0.261, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0194 | TURN_LEFT: 0.2743 | TURN_RIGHT: 0.6278 | FORWARD_LEFT: 0.0029 | FORWARD_RIGHT: 0.0034 | BACKWARD: 0.0722 | Selected: TURN_RIGHT (prob: 0.6278)
Episode 67 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.285, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0095 | TURN_LEFT: 0.2465 | TURN_RIGHT: 0.6354 | FORWARD_LEFT: 0.0014 | FORWARD_RIGHT: 0.0019 | BACKWARD: 0.1053 | Selected: TURN_RIGHT (prob: 0.6354)
Episode 67 | Step 10 | State: [0.047, 0.021, 0.000, 0.000, 0.260, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0169 | TURN_LEFT: 0.2989 | TURN_RIGHT: 0.5926 | FORWARD_LEFT: 0.0020 | FORWARD_RIGHT: 0.0026 | BACKWARD: 0.0871 | Selected: FORWARD_LEFT (prob: 0.0020)
Episode 68 | Step 1 | State: [0.038, 0.021, 0.000, 0.000, 0.506, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0000 | TURN_LEFT: 0.0182 | TURN_RIGHT: 0.0738 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.9080 | Selected: BACKWARD (prob: 0.9080)
Episode 68 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.258, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0190 | TURN_LEFT: 0.2292 | TURN_RIGHT: 0.6779 | FORWARD_LEFT: 0.0023 | FORWARD_RIGHT: 0.0026 | BACKWARD: 0.0689 | Selected: TURN_RIGHT (prob: 0.6779)
Episode 68 | Step 3 | State: [0.043, 0.021, 0.000, 0.000, 0.230, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0408 | TURN_LEFT: 0.2688 | TURN_RIGHT: 0.6348 | FORWARD_LEFT: 0.0041 | FORWARD_RIGHT: 0.0040 | BACKWARD: 0.0476 | Selected: TURN_RIGHT (prob: 0.6348)
Episode 68 | Step 4 | State: [0.083, 0.021, 0.000, 0.000, 0.183, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1876 | TURN_LEFT: 0.3584 | TURN_RIGHT: 0.4040 | FORWARD_LEFT: 0.0094 | FORWARD_RIGHT: 0.0099 | BACKWARD: 0.0306 | Selected: TURN_RIGHT (prob: 0.4040)
Episode 68 | Step 5 | State: [0.153, 0.021, 0.000, 0.000, 0.130, 0.020, 0.193, 0.048] | Action Distribution: FORWARD: 0.3832 | TURN_LEFT: 0.4698 | TURN_RIGHT: 0.1062 | FORWARD_LEFT: 0.0066 | FORWARD_RIGHT: 0.0110 | BACKWARD: 0.0233 | Selected: FORWARD (prob: 0.3832)
Episode 68 | Step 6 | State: [0.157, 0.021, 0.000, 0.000, 0.224, 0.020, 0.193, 0.119] | Action Distribution: FORWARD: 0.0072 | TURN_LEFT: 0.6322 | TURN_RIGHT: 0.1313 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0006 | BACKWARD: 0.2285 | Selected: TURN_LEFT (prob: 0.6322)
Episode 68 | Step 7 | State: [0.107, 0.021, 0.000, 0.000, 0.348, 0.020, 0.193, 0.065] | Action Distribution: FORWARD: 0.0009 | TURN_LEFT: 0.2986 | TURN_RIGHT: 0.3174 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.3828 | Selected: BACKWARD (prob: 0.3828)
Episode 68 | Step 8 | State: [0.080, 0.021, 0.000, 0.000, 0.174, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.3428 | TURN_LEFT: 0.2687 | TURN_RIGHT: 0.3491 | FORWARD_LEFT: 0.0134 | FORWARD_RIGHT: 0.0119 | BACKWARD: 0.0139 | Selected: FORWARD (prob: 0.3428)
Episode 68 | Step 9 | State: [0.107, 0.021, 0.000, 0.000, 0.340, 0.020, 0.193, 0.064] | Action Distribution: FORWARD: 0.0015 | TURN_LEFT: 0.3531 | TURN_RIGHT: 0.3834 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.2617 | Selected: TURN_RIGHT (prob: 0.3834)
Episode 68 | Step 10 | State: [0.160, 0.021, 0.000, 0.000, 0.219, 0.020, 0.193, 0.117] | Action Distribution: FORWARD: 0.0121 | TURN_LEFT: 0.7188 | TURN_RIGHT: 0.1455 | FORWARD_LEFT: 0.0003 | FORWARD_RIGHT: 0.0007 | BACKWARD: 0.1226 | Selected: TURN_LEFT (prob: 0.7188)
Episode 69 | Step 1 | State: [0.108, 0.021, 0.000, 0.000, 0.338, 0.020, 0.193, 0.064] | Action Distribution: FORWARD: 0.0017 | TURN_LEFT: 0.3894 | TURN_RIGHT: 0.3996 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.2091 | Selected: TURN_LEFT (prob: 0.3894)
Episode 69 | Step 2 | State: [0.062, 0.021, 0.000, 0.000, 0.442, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.1468 | TURN_RIGHT: 0.5618 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.2912 | Selected: BACKWARD (prob: 0.2912)
Episode 69 | Step 3 | State: [0.041, 0.021, 0.000, 0.000, 0.206, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1442 | TURN_LEFT: 0.2427 | TURN_RIGHT: 0.5824 | FORWARD_LEFT: 0.0095 | FORWARD_RIGHT: 0.0069 | BACKWARD: 0.0143 | Selected: FORWARD (prob: 0.1442)
Episode 69 | Step 4 | State: [0.062, 0.021, 0.000, 0.000, 0.433, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.1719 | TURN_RIGHT: 0.5669 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.2610 | Selected: TURN_RIGHT (prob: 0.5669)
Episode 69 | Step 5 | State: [0.110, 0.021, 0.000, 0.000, 0.327, 0.020, 0.193, 0.064] | Action Distribution: FORWARD: 0.0013 | TURN_LEFT: 0.4716 | TURN_RIGHT: 0.3532 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.1736 | Selected: BACKWARD (prob: 0.1736)
Episode 69 | Step 6 | State: [0.082, 0.021, 0.000, 0.000, 0.166, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.2571 | TURN_LEFT: 0.3649 | TURN_RIGHT: 0.3437 | FORWARD_LEFT: 0.0113 | FORWARD_RIGHT: 0.0101 | BACKWARD: 0.0129 | Selected: TURN_LEFT (prob: 0.3649)
Episode 69 | Step 7 | State: [0.044, 0.021, 0.000, 0.000, 0.211, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0525 | TURN_LEFT: 0.3056 | TURN_RIGHT: 0.6148 | FORWARD_LEFT: 0.0050 | FORWARD_RIGHT: 0.0038 | BACKWARD: 0.0184 | Selected: TURN_RIGHT (prob: 0.6148)
Episode 69 | Step 8 | State: [0.082, 0.021, 0.000, 0.000, 0.165, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1641 | TURN_LEFT: 0.4350 | TURN_RIGHT: 0.3684 | FORWARD_LEFT: 0.0090 | FORWARD_RIGHT: 0.0082 | BACKWARD: 0.0153 | Selected: TURN_LEFT (prob: 0.4350)
Episode 69 | Step 9 | State: [0.044, 0.021, 0.000, 0.000, 0.210, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0290 | TURN_LEFT: 0.3391 | TURN_RIGHT: 0.6057 | FORWARD_LEFT: 0.0035 | FORWARD_RIGHT: 0.0027 | BACKWARD: 0.0200 | Selected: TURN_LEFT (prob: 0.3391)
Episode 69 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.246, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0084 | TURN_LEFT: 0.2680 | TURN_RIGHT: 0.6966 | FORWARD_LEFT: 0.0013 | FORWARD_RIGHT: 0.0012 | BACKWARD: 0.0245 | Selected: TURN_RIGHT (prob: 0.6966)
Episode 70 | Step 1 | State: [0.044, 0.021, 0.000, 0.000, 0.210, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0172 | TURN_LEFT: 0.3680 | TURN_RIGHT: 0.5889 | FORWARD_LEFT: 0.0025 | FORWARD_RIGHT: 0.0021 | BACKWARD: 0.0212 | Selected: TURN_RIGHT (prob: 0.5889)
Episode 70 | Step 2 | State: [0.083, 0.021, 0.000, 0.000, 0.164, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0487 | TURN_LEFT: 0.5557 | TURN_RIGHT: 0.3688 | FORWARD_LEFT: 0.0044 | FORWARD_RIGHT: 0.0042 | BACKWARD: 0.0183 | Selected: TURN_RIGHT (prob: 0.3688)
Episode 70 | Step 3 | State: [0.152, 0.021, 0.000, 0.000, 0.113, 0.020, 0.193, 0.047] | Action Distribution: FORWARD: 0.0644 | TURN_LEFT: 0.8155 | TURN_RIGHT: 0.0967 | FORWARD_LEFT: 0.0024 | FORWARD_RIGHT: 0.0038 | BACKWARD: 0.0172 | Selected: TURN_LEFT (prob: 0.8155)
Episode 70 | Step 4 | State: [0.084, 0.022, 0.000, 0.000, 0.163, 0.020, 0.194, 0.020] | Action Distribution: FORWARD: 0.0302 | TURN_LEFT: 0.5899 | TURN_RIGHT: 0.3555 | FORWARD_LEFT: 0.0034 | FORWARD_RIGHT: 0.0032 | BACKWARD: 0.0178 | Selected: TURN_RIGHT (prob: 0.3555)
Episode 70 | Step 5 | State: [0.152, 0.021, 0.000, 0.000, 0.113, 0.020, 0.193, 0.047] | Action Distribution: FORWARD: 0.0430 | TURN_LEFT: 0.8407 | TURN_RIGHT: 0.0945 | FORWARD_LEFT: 0.0020 | FORWARD_RIGHT: 0.0031 | BACKWARD: 0.0167 | Selected: TURN_LEFT (prob: 0.8407)
Episode 70 | Step 6 | State: [0.083, 0.021, 0.000, 0.000, 0.164, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0229 | TURN_LEFT: 0.5993 | TURN_RIGHT: 0.3544 | FORWARD_LEFT: 0.0030 | FORWARD_RIGHT: 0.0029 | BACKWARD: 0.0175 | Selected: TURN_RIGHT (prob: 0.3544)
Episode 70 | Step 7 | State: [0.148, 0.021, 0.000, 0.000, 0.115, 0.020, 0.193, 0.047] | Action Distribution: FORWARD: 0.0397 | TURN_LEFT: 0.8398 | TURN_RIGHT: 0.0990 | FORWARD_LEFT: 0.0021 | FORWARD_RIGHT: 0.0033 | BACKWARD: 0.0162 | Selected: TURN_LEFT (prob: 0.8398)
Episode 70 | Step 8 | State: [0.082, 0.021, 0.000, 0.000, 0.164, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0244 | TURN_LEFT: 0.6033 | TURN_RIGHT: 0.3490 | FORWARD_LEFT: 0.0034 | FORWARD_RIGHT: 0.0033 | BACKWARD: 0.0167 | Selected: TURN_LEFT (prob: 0.6033)
Episode 70 | Step 9 | State: [0.044, 0.022, 0.000, 0.000, 0.209, 0.020, 0.194, 0.020] | Action Distribution: FORWARD: 0.0088 | TURN_LEFT: 0.4296 | TURN_RIGHT: 0.5386 | FORWARD_LEFT: 0.0019 | FORWARD_RIGHT: 0.0018 | BACKWARD: 0.0192 | Selected: TURN_RIGHT (prob: 0.5386)
Episode 70 | Step 10 | State: [0.082, 0.021, 0.000, 0.000, 0.164, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0297 | TURN_LEFT: 0.6102 | TURN_RIGHT: 0.3354 | FORWARD_LEFT: 0.0041 | FORWARD_RIGHT: 0.0041 | BACKWARD: 0.0165 | Selected: TURN_RIGHT (prob: 0.3354)
Episode 71 | Step 1 | State: [0.148, 0.021, 0.000, 0.000, 0.114, 0.020, 0.193, 0.047] | Action Distribution: FORWARD: 0.0608 | TURN_LEFT: 0.8258 | TURN_RIGHT: 0.0895 | FORWARD_LEFT: 0.0031 | FORWARD_RIGHT: 0.0052 | BACKWARD: 0.0155 | Selected: TURN_LEFT (prob: 0.8258)
Episode 71 | Step 2 | State: [0.082, 0.021, 0.000, 0.000, 0.164, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0396 | TURN_LEFT: 0.6074 | TURN_RIGHT: 0.3249 | FORWARD_LEFT: 0.0053 | FORWARD_RIGHT: 0.0055 | BACKWARD: 0.0173 | Selected: TURN_LEFT (prob: 0.6074)
Episode 71 | Step 3 | State: [0.043, 0.021, 0.000, 0.000, 0.208, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0139 | TURN_LEFT: 0.4458 | TURN_RIGHT: 0.5128 | FORWARD_LEFT: 0.0030 | FORWARD_RIGHT: 0.0030 | BACKWARD: 0.0215 | Selected: TURN_RIGHT (prob: 0.5128)
Episode 71 | Step 4 | State: [0.082, 0.021, 0.000, 0.000, 0.163, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0522 | TURN_LEFT: 0.6014 | TURN_RIGHT: 0.3138 | FORWARD_LEFT: 0.0067 | FORWARD_RIGHT: 0.0074 | BACKWARD: 0.0186 | Selected: TURN_LEFT (prob: 0.6014)
Episode 71 | Step 5 | State: [0.044, 0.021, 0.000, 0.000, 0.207, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0171 | TURN_LEFT: 0.4494 | TURN_RIGHT: 0.5018 | FORWARD_LEFT: 0.0037 | FORWARD_RIGHT: 0.0039 | BACKWARD: 0.0241 | Selected: TURN_LEFT (prob: 0.4494)
Episode 71 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.242, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0073 | TURN_LEFT: 0.3649 | TURN_RIGHT: 0.5914 | FORWARD_LEFT: 0.0019 | FORWARD_RIGHT: 0.0023 | BACKWARD: 0.0321 | Selected: TURN_RIGHT (prob: 0.5914)
Episode 71 | Step 7 | State: [0.044, 0.021, 0.000, 0.000, 0.206, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0195 | TURN_LEFT: 0.4531 | TURN_RIGHT: 0.4904 | FORWARD_LEFT: 0.0042 | FORWARD_RIGHT: 0.0046 | BACKWARD: 0.0282 | Selected: TURN_RIGHT (prob: 0.4904)
Episode 71 | Step 8 | State: [0.084, 0.021, 0.000, 0.000, 0.161, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0710 | TURN_LEFT: 0.5947 | TURN_RIGHT: 0.2910 | FORWARD_LEFT: 0.0085 | FORWARD_RIGHT: 0.0107 | BACKWARD: 0.0240 | Selected: TURN_RIGHT (prob: 0.2910)
Episode 71 | Step 9 | State: [0.156, 0.021, 0.000, 0.000, 0.112, 0.020, 0.193, 0.047] | Action Distribution: FORWARD: 0.1230 | TURN_LEFT: 0.7668 | TURN_RIGHT: 0.0701 | FORWARD_LEFT: 0.0051 | FORWARD_RIGHT: 0.0115 | BACKWARD: 0.0235 | Selected: TURN_LEFT (prob: 0.7668)
Episode 71 | Step 10 | State: [0.086, 0.021, 0.000, 0.000, 0.160, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0804 | TURN_LEFT: 0.5844 | TURN_RIGHT: 0.2871 | FORWARD_LEFT: 0.0092 | FORWARD_RIGHT: 0.0121 | BACKWARD: 0.0268 | Selected: BACKWARD (prob: 0.0268)
Episode 72 | Step 1 | State: [0.055, 0.021, 0.000, 0.000, 0.100, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.4578 | TURN_LEFT: 0.2445 | TURN_RIGHT: 0.1998 | FORWARD_LEFT: 0.0444 | FORWARD_RIGHT: 0.0456 | BACKWARD: 0.0078 | Selected: TURN_RIGHT (prob: 0.1998)
Episode 72 | Step 2 | State: [0.110, 0.021, 0.000, 0.000, 0.074, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.6004 | TURN_LEFT: 0.2472 | TURN_RIGHT: 0.0752 | FORWARD_LEFT: 0.0293 | FORWARD_RIGHT: 0.0422 | BACKWARD: 0.0058 | Selected: TURN_LEFT (prob: 0.2472)
Episode 72 | Step 3 | State: [0.055, 0.021, 0.000, 0.000, 0.100, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.4744 | TURN_LEFT: 0.2241 | TURN_RIGHT: 0.2015 | FORWARD_LEFT: 0.0455 | FORWARD_RIGHT: 0.0468 | BACKWARD: 0.0078 | Selected: TURN_LEFT (prob: 0.2241)
Episode 72 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.119, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.3474 | TURN_LEFT: 0.2228 | TURN_RIGHT: 0.3304 | FORWARD_LEFT: 0.0465 | FORWARD_RIGHT: 0.0426 | BACKWARD: 0.0103 | Selected: TURN_RIGHT (prob: 0.3304)
Episode 72 | Step 5 | State: [0.055, 0.022, 0.000, 0.000, 0.100, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.4958 | TURN_LEFT: 0.2001 | TURN_RIGHT: 0.2029 | FORWARD_LEFT: 0.0468 | FORWARD_RIGHT: 0.0472 | BACKWARD: 0.0071 | Selected: TURN_RIGHT (prob: 0.2029)
Episode 72 | Step 6 | State: [0.111, 0.021, 0.000, 0.000, 0.073, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.6631 | TURN_LEFT: 0.1875 | TURN_RIGHT: 0.0715 | FORWARD_LEFT: 0.0306 | FORWARD_RIGHT: 0.0428 | BACKWARD: 0.0046 | Selected: FORWARD (prob: 0.6631)
Episode 72 | Step 7 | State: [0.145, 0.021, 0.000, 0.000, 0.105, 0.020, 0.193, 0.047] | Action Distribution: FORWARD: 0.3077 | TURN_LEFT: 0.5371 | TURN_RIGHT: 0.0994 | FORWARD_LEFT: 0.0116 | FORWARD_RIGHT: 0.0238 | BACKWARD: 0.0203 | Selected: FORWARD_RIGHT (prob: 0.0238)
Episode 72 | Step 8 | State: [0.231, 0.021, 0.000, 0.000, 0.051, 0.020, 0.192, 0.157] | Action Distribution: FORWARD: 0.1187 | TURN_LEFT: 0.8120 | TURN_RIGHT: 0.0207 | FORWARD_LEFT: 0.0014 | FORWARD_RIGHT: 0.0065 | BACKWARD: 0.0407 | Selected: TURN_LEFT (prob: 0.8120)
Episode 72 | Step 9 | State: [0.164, 0.021, 0.000, 0.000, 0.113, 0.020, 0.193, 0.104] | Action Distribution: FORWARD: 0.1445 | TURN_LEFT: 0.7257 | TURN_RIGHT: 0.0707 | FORWARD_LEFT: 0.0038 | FORWARD_RIGHT: 0.0114 | BACKWARD: 0.0438 | Selected: TURN_LEFT (prob: 0.7257)
Episode 72 | Step 10 | State: [0.090, 0.021, 0.000, 0.000, 0.186, 0.020, 0.193, 0.058] | Action Distribution: FORWARD: 0.0649 | TURN_LEFT: 0.5274 | TURN_RIGHT: 0.3527 | FORWARD_LEFT: 0.0059 | FORWARD_RIGHT: 0.0089 | BACKWARD: 0.0401 | Selected: TURN_LEFT (prob: 0.5274)
Episode 73 | Step 1 | State: [0.046, 0.021, 0.000, 0.000, 0.274, 0.020, 0.193, 0.050] | Action Distribution: FORWARD: 0.0079 | TURN_LEFT: 0.3373 | TURN_RIGHT: 0.5881 | FORWARD_LEFT: 0.0012 | FORWARD_RIGHT: 0.0020 | BACKWARD: 0.0636 | Selected: TURN_RIGHT (prob: 0.5881)
Episode 73 | Step 2 | State: [0.090, 0.021, 0.000, 0.000, 0.186, 0.020, 0.193, 0.058] | Action Distribution: FORWARD: 0.1192 | TURN_LEFT: 0.5027 | TURN_RIGHT: 0.3270 | FORWARD_LEFT: 0.0086 | FORWARD_RIGHT: 0.0130 | BACKWARD: 0.0294 | Selected: FORWARD (prob: 0.1192)
