Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.065, 0.065, 0.554, 0.521, 0.172, 0.059, 0.597, 0.059] | Action Distribution: FORWARD: 0.1927 | TURN_LEFT: 0.1489 | TURN_RIGHT: 0.1417 | FORWARD_LEFT: 0.1520 | FORWARD_RIGHT: 0.1428 | BACKWARD: 0.2218 | Selected: FORWARD (prob: 0.1927)
Episode 52 | Step 5 | State: [0.825, 0.064, 0.523, 0.523, 0.058, 0.171, 0.614, 0.267] | Action Distribution: FORWARD: 0.1781 | TURN_LEFT: 0.1573 | TURN_RIGHT: 0.1675 | FORWARD_LEFT: 0.1755 | FORWARD_RIGHT: 0.1577 | BACKWARD: 0.1639 | Selected: FORWARD (prob: 0.1781)
Episode 52 | Step 6 | State: [0.686, 0.064, 0.523, 0.523, 0.058, 0.144, 0.595, 0.234] | Action Distribution: FORWARD: 0.1753 | TURN_LEFT: 0.1572 | TURN_RIGHT: 0.1679 | FORWARD_LEFT: 0.1746 | FORWARD_RIGHT: 0.1598 | BACKWARD: 0.1653 | Selected: FORWARD (prob: 0.1753)
Episode 52 | Step 7 | State: [0.572, 0.067, 0.511, 0.511, 0.056, 0.107, 0.609, 0.190] | Action Distribution: FORWARD: 0.1720 | TURN_LEFT: 0.1569 | TURN_RIGHT: 0.1682 | FORWARD_LEFT: 0.1741 | FORWARD_RIGHT: 0.1625 | BACKWARD: 0.1663 | Selected: FORWARD_LEFT (prob: 0.1741)
Episode 52 | Step 8 | State: [0.376, 0.064, 0.529, 0.522, 0.058, 0.059, 0.578, 0.242] | Action Distribution: FORWARD: 0.1635 | TURN_LEFT: 0.1574 | TURN_RIGHT: 0.1677 | FORWARD_LEFT: 0.1727 | FORWARD_RIGHT: 0.1704 | BACKWARD: 0.1684 | Selected: FORWARD_LEFT (prob: 0.1727)
Episode 52 | Step 9 | State: [0.265, 0.064, 0.532, 0.523, 0.058, 0.059, 0.578, 0.284] | Action Distribution: FORWARD: 0.1567 | TURN_LEFT: 0.1558 | TURN_RIGHT: 0.1674 | FORWARD_LEFT: 0.1733 | FORWARD_RIGHT: 0.1779 | BACKWARD: 0.1690 | Selected: FORWARD_RIGHT (prob: 0.1779)
Episode 52 | Step 10 | State: [0.338, 0.064, 0.523, 0.523, 0.058, 0.059, 0.578, 0.222] | Action Distribution: FORWARD: 0.1565 | TURN_LEFT: 0.1576 | TURN_RIGHT: 0.1712 | FORWARD_LEFT: 0.1729 | FORWARD_RIGHT: 0.1731 | BACKWARD: 0.1687 | Selected: FORWARD_RIGHT (prob: 0.1731)
Episode 53 | Step 1 | State: [0.415, 0.064, 0.523, 0.523, 0.058, 0.059, 0.585, 0.156] | Action Distribution: FORWARD: 0.1560 | TURN_LEFT: 0.1580 | TURN_RIGHT: 0.1739 | FORWARD_LEFT: 0.1740 | FORWARD_RIGHT: 0.1687 | BACKWARD: 0.1694 | Selected: FORWARD_LEFT (prob: 0.1740)
Episode 53 | Step 2 | State: [0.289, 0.064, 0.523, 0.523, 0.058, 0.059, 0.578, 0.176] | Action Distribution: FORWARD: 0.1489 | TURN_LEFT: 0.1571 | TURN_RIGHT: 0.1745 | FORWARD_LEFT: 0.1738 | FORWARD_RIGHT: 0.1754 | BACKWARD: 0.1702 | Selected: FORWARD_RIGHT (prob: 0.1754)
Episode 53 | Step 3 | State: [0.345, 0.064, 0.523, 0.523, 0.058, 0.059, 0.578, 0.124] | Action Distribution: FORWARD: 0.1484 | TURN_LEFT: 0.1573 | TURN_RIGHT: 0.1766 | FORWARD_LEFT: 0.1737 | FORWARD_RIGHT: 0.1732 | BACKWARD: 0.1709 | Selected: TURN_RIGHT (prob: 0.1766)
Episode 53 | Step 4 | State: [0.433, 0.064, 0.523, 0.523, 0.058, 0.059, 0.587, 0.111] | Action Distribution: FORWARD: 0.1494 | TURN_LEFT: 0.1558 | TURN_RIGHT: 0.1785 | FORWARD_LEFT: 0.1742 | FORWARD_RIGHT: 0.1701 | BACKWARD: 0.1719 | Selected: TURN_RIGHT (prob: 0.1785)
Episode 53 | Step 5 | State: [0.533, 0.064, 0.523, 0.523, 0.058, 0.059, 0.600, 0.083] | Action Distribution: FORWARD: 0.1510 | TURN_LEFT: 0.1545 | TURN_RIGHT: 0.1799 | FORWARD_LEFT: 0.1757 | FORWARD_RIGHT: 0.1660 | BACKWARD: 0.1729 | Selected: TURN_RIGHT (prob: 0.1799)
Episode 53 | Step 6 | State: [0.650, 0.064, 0.523, 0.523, 0.058, 0.059, 0.618, 0.059] | Action Distribution: FORWARD: 0.1537 | TURN_LEFT: 0.1522 | TURN_RIGHT: 0.1808 | FORWARD_LEFT: 0.1768 | FORWARD_RIGHT: 0.1622 | BACKWARD: 0.1742 | Selected: TURN_RIGHT (prob: 0.1808)
Episode 53 | Step 7 | State: [0.783, 0.064, 0.523, 0.523, 0.058, 0.059, 0.647, 0.059] | Action Distribution: FORWARD: 0.1584 | TURN_LEFT: 0.1511 | TURN_RIGHT: 0.1809 | FORWARD_LEFT: 0.1777 | FORWARD_RIGHT: 0.1581 | BACKWARD: 0.1738 | Selected: TURN_RIGHT (prob: 0.1809)
Episode 53 | Step 8 | State: [0.936, 0.068, 0.509, 0.509, 0.056, 0.057, 0.708, 0.057] | Action Distribution: FORWARD: 0.1644 | TURN_LEFT: 0.1513 | TURN_RIGHT: 0.1799 | FORWARD_LEFT: 0.1786 | FORWARD_RIGHT: 0.1533 | BACKWARD: 0.1724 | Selected: TURN_RIGHT (prob: 0.1799)
Episode 53 | Step 9 | State: [1.000, 0.086, 0.523, 0.523, 0.058, 0.059, 0.743, 0.059] | Action Distribution: FORWARD: 0.1688 | TURN_LEFT: 0.1515 | TURN_RIGHT: 0.1787 | FORWARD_LEFT: 0.1788 | FORWARD_RIGHT: 0.1502 | BACKWARD: 0.1720 | Selected: FORWARD_LEFT (prob: 0.1788)
Episode 53 | Step 10 | State: [0.679, 0.064, 0.523, 0.523, 0.058, 0.059, 0.649, 0.059] | Action Distribution: FORWARD: 0.1611 | TURN_LEFT: 0.1539 | TURN_RIGHT: 0.1773 | FORWARD_LEFT: 0.1764 | FORWARD_RIGHT: 0.1567 | BACKWARD: 0.1745 | Selected: FORWARD_LEFT (prob: 0.1764)
Episode 54 | Step 1 | State: [0.452, 0.064, 0.536, 0.523, 0.058, 0.059, 0.611, 0.073] | Action Distribution: FORWARD: 0.1576 | TURN_LEFT: 0.1564 | TURN_RIGHT: 0.1753 | FORWARD_LEFT: 0.1725 | FORWARD_RIGHT: 0.1635 | BACKWARD: 0.1747 | Selected: TURN_RIGHT (prob: 0.1753)
Episode 54 | Step 2 | State: [0.523, 0.064, 0.529, 0.523, 0.058, 0.059, 0.629, 0.086] | Action Distribution: FORWARD: 0.1655 | TURN_LEFT: 0.1576 | TURN_RIGHT: 0.1733 | FORWARD_LEFT: 0.1724 | FORWARD_RIGHT: 0.1582 | BACKWARD: 0.1730 | Selected: TURN_RIGHT (prob: 0.1733)
Episode 54 | Step 3 | State: [0.598, 0.064, 0.529, 0.523, 0.058, 0.059, 0.649, 0.099] | Action Distribution: FORWARD: 0.1731 | TURN_LEFT: 0.1579 | TURN_RIGHT: 0.1709 | FORWARD_LEFT: 0.1733 | FORWARD_RIGHT: 0.1526 | BACKWARD: 0.1722 | Selected: FORWARD_LEFT (prob: 0.1733)
Episode 54 | Step 4 | State: [0.411, 0.064, 0.552, 0.523, 0.058, 0.059, 0.612, 0.146] | Action Distribution: FORWARD: 0.1713 | TURN_LEFT: 0.1592 | TURN_RIGHT: 0.1693 | FORWARD_LEFT: 0.1691 | FORWARD_RIGHT: 0.1587 | BACKWARD: 0.1725 | Selected: BACKWARD (prob: 0.1725)
Episode 54 | Step 5 | State: [0.538, 0.064, 0.523, 0.523, 0.058, 0.059, 0.630, 0.059] | Action Distribution: FORWARD: 0.1786 | TURN_LEFT: 0.1606 | TURN_RIGHT: 0.1669 | FORWARD_LEFT: 0.1713 | FORWARD_RIGHT: 0.1507 | BACKWARD: 0.1718 | Selected: FORWARD (prob: 0.1786)
Episode 54 | Step 6 | State: [0.415, 0.064, 0.551, 0.522, 0.058, 0.059, 0.613, 0.146] | Action Distribution: FORWARD: 0.1790 | TURN_LEFT: 0.1626 | TURN_RIGHT: 0.1667 | FORWARD_LEFT: 0.1668 | FORWARD_RIGHT: 0.1548 | BACKWARD: 0.1702 | Selected: FORWARD (prob: 0.1790)
Episode 54 | Step 7 | State: [0.331, 0.064, 0.557, 0.523, 0.080, 0.059, 0.606, 0.162] | Action Distribution: FORWARD: 0.1791 | TURN_LEFT: 0.1645 | TURN_RIGHT: 0.1671 | FORWARD_LEFT: 0.1660 | FORWARD_RIGHT: 0.1551 | BACKWARD: 0.1683 | Selected: FORWARD (prob: 0.1791)
Episode 54 | Step 8 | State: [0.271, 0.064, 0.563, 0.529, 0.106, 0.059, 0.595, 0.182] | Action Distribution: FORWARD: 0.1796 | TURN_LEFT: 0.1646 | TURN_RIGHT: 0.1682 | FORWARD_LEFT: 0.1650 | FORWARD_RIGHT: 0.1554 | BACKWARD: 0.1672 | Selected: FORWARD (prob: 0.1796)
Episode 54 | Step 9 | State: [0.232, 0.064, 0.572, 0.539, 0.140, 0.059, 0.586, 0.210] | Action Distribution: FORWARD: 0.1799 | TURN_LEFT: 0.1636 | TURN_RIGHT: 0.1689 | FORWARD_LEFT: 0.1642 | FORWARD_RIGHT: 0.1563 | BACKWARD: 0.1670 | Selected: FORWARD (prob: 0.1799)
Episode 54 | Step 10 | State: [0.206, 0.065, 0.585, 0.550, 0.183, 0.059, 0.586, 0.252] | Action Distribution: FORWARD: 0.1799 | TURN_LEFT: 0.1620 | TURN_RIGHT: 0.1697 | FORWARD_LEFT: 0.1633 | FORWARD_RIGHT: 0.1575 | BACKWARD: 0.1676 | Selected: FORWARD (prob: 0.1799)
Episode 55 | Step 1 | State: [0.186, 0.064, 0.620, 0.567, 0.221, 0.080, 0.578, 0.327] | Action Distribution: FORWARD: 0.1793 | TURN_LEFT: 0.1589 | TURN_RIGHT: 0.1702 | FORWARD_LEFT: 0.1618 | FORWARD_RIGHT: 0.1594 | BACKWARD: 0.1704 | Selected: FORWARD (prob: 0.1793)
Episode 55 | Step 2 | State: [0.169, 0.064, 0.678, 0.583, 0.288, 0.094, 0.578, 0.444] | Action Distribution: FORWARD: 0.1783 | TURN_LEFT: 0.1545 | TURN_RIGHT: 0.1707 | FORWARD_LEFT: 0.1607 | FORWARD_RIGHT: 0.1616 | BACKWARD: 0.1742 | Selected: FORWARD (prob: 0.1783)
Episode 55 | Step 3 | State: [0.137, 0.065, 0.774, 0.615, 0.407, 0.174, 0.580, 0.642] | Action Distribution: FORWARD: 0.1816 | TURN_LEFT: 0.1524 | TURN_RIGHT: 0.1684 | FORWARD_LEFT: 0.1586 | FORWARD_RIGHT: 0.1617 | BACKWARD: 0.1774 | Selected: FORWARD (prob: 0.1816)
Episode 55 | Step 4 | State: [0.109, 0.064, 1.000, 0.658, 0.628, 0.281, 0.578, 1.000] | Action Distribution: FORWARD: 0.1855 | TURN_LEFT: 0.1472 | TURN_RIGHT: 0.1673 | FORWARD_LEFT: 0.1577 | FORWARD_RIGHT: 0.1583 | BACKWARD: 0.1840 | Selected: FORWARD (prob: 0.1855)
Episode 55 | Step 5 | State: [0.085, 0.093, 1.000, 0.729, 1.000, 0.531, 0.578, 1.000] | Action Distribution: FORWARD: 0.1821 | TURN_LEFT: 0.1505 | TURN_RIGHT: 0.1758 | FORWARD_LEFT: 0.1589 | FORWARD_RIGHT: 0.1499 | BACKWARD: 0.1828 | Selected: BACKWARD (prob: 0.1828)
Episode 55 | Step 6 | State: [0.109, 0.064, 1.000, 0.658, 0.624, 0.281, 0.578, 1.000] | Action Distribution: FORWARD: 0.1855 | TURN_LEFT: 0.1504 | TURN_RIGHT: 0.1690 | FORWARD_LEFT: 0.1546 | FORWARD_RIGHT: 0.1560 | BACKWARD: 0.1845 | Selected: FORWARD (prob: 0.1855)
Episode 55 | Step 7 | State: [0.085, 0.093, 1.000, 0.727, 1.000, 0.528, 0.578, 1.000] | Action Distribution: FORWARD: 0.1842 | TURN_LEFT: 0.1544 | TURN_RIGHT: 0.1762 | FORWARD_LEFT: 0.1547 | FORWARD_RIGHT: 0.1472 | BACKWARD: 0.1833 | Selected: FORWARD (prob: 0.1842)
Episode 55 | Step 8 | State: [0.064, 0.089, 1.000, 0.892, 1.000, 0.978, 0.578, 1.000] | Action Distribution: FORWARD: 0.1758 | TURN_LEFT: 0.1572 | TURN_RIGHT: 0.1856 | FORWARD_LEFT: 0.1508 | FORWARD_RIGHT: 0.1432 | BACKWARD: 0.1873 | Selected: BACKWARD (prob: 0.1873)
Episode 55 | Step 9 | State: [0.085, 0.093, 1.000, 0.726, 1.000, 0.526, 0.578, 1.000] | Action Distribution: FORWARD: 0.1904 | TURN_LEFT: 0.1591 | TURN_RIGHT: 0.1751 | FORWARD_LEFT: 0.1500 | FORWARD_RIGHT: 0.1421 | BACKWARD: 0.1834 | Selected: FORWARD (prob: 0.1904)
Episode 55 | Step 10 | State: [0.064, 0.089, 1.000, 0.887, 1.000, 0.972, 0.578, 1.000] | Action Distribution: FORWARD: 0.1839 | TURN_LEFT: 0.1625 | TURN_RIGHT: 0.1841 | FORWARD_LEFT: 0.1456 | FORWARD_RIGHT: 0.1379 | BACKWARD: 0.1859 | Selected: BACKWARD (prob: 0.1859)
Episode 56 | Step 1 | State: [0.085, 0.094, 1.000, 0.723, 1.000, 0.523, 0.578, 1.000] | Action Distribution: FORWARD: 0.1984 | TURN_LEFT: 0.1634 | TURN_RIGHT: 0.1736 | FORWARD_LEFT: 0.1452 | FORWARD_RIGHT: 0.1365 | BACKWARD: 0.1828 | Selected: BACKWARD (prob: 0.1828)
Episode 56 | Step 2 | State: [0.123, 0.064, 1.000, 0.656, 0.604, 0.278, 0.578, 0.991] | Action Distribution: FORWARD: 0.2012 | TURN_LEFT: 0.1618 | TURN_RIGHT: 0.1685 | FORWARD_LEFT: 0.1434 | FORWARD_RIGHT: 0.1449 | BACKWARD: 0.1802 | Selected: FORWARD (prob: 0.2012)
Episode 56 | Step 3 | State: [0.085, 0.094, 1.000, 0.722, 1.000, 0.520, 0.578, 1.000] | Action Distribution: FORWARD: 0.2024 | TURN_LEFT: 0.1668 | TURN_RIGHT: 0.1729 | FORWARD_LEFT: 0.1434 | FORWARD_RIGHT: 0.1328 | BACKWARD: 0.1817 | Selected: FORWARD (prob: 0.2024)
Episode 56 | Step 4 | State: [0.064, 0.089, 1.000, 0.878, 1.000, 0.957, 0.578, 1.000] | Action Distribution: FORWARD: 0.1973 | TURN_LEFT: 0.1696 | TURN_RIGHT: 0.1807 | FORWARD_LEFT: 0.1396 | FORWARD_RIGHT: 0.1286 | BACKWARD: 0.1843 | Selected: FORWARD (prob: 0.1973)
Episode 56 | Step 5 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.2022 | TURN_LEFT: 0.1734 | TURN_RIGHT: 0.1801 | FORWARD_LEFT: 0.1370 | FORWARD_RIGHT: 0.1239 | BACKWARD: 0.1834 | Selected: FORWARD (prob: 0.2022)
Episode 56 | Step 6 | State: [0.064, 0.106, 1.000, 1.000, 1.000, 1.000, 0.585, 1.000] | Action Distribution: FORWARD: 0.2031 | TURN_LEFT: 0.1748 | TURN_RIGHT: 0.1797 | FORWARD_LEFT: 0.1365 | FORWARD_RIGHT: 0.1228 | BACKWARD: 0.1832 | Selected: FORWARD (prob: 0.2031)
Episode 56 | Step 7 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.604, 1.000] | Action Distribution: FORWARD: 0.2022 | TURN_LEFT: 0.1757 | TURN_RIGHT: 0.1792 | FORWARD_LEFT: 0.1363 | FORWARD_RIGHT: 0.1229 | BACKWARD: 0.1838 | Selected: FORWARD (prob: 0.2022)
Episode 56 | Step 8 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.605, 1.000] | Action Distribution: FORWARD: 0.2017 | TURN_LEFT: 0.1770 | TURN_RIGHT: 0.1788 | FORWARD_LEFT: 0.1364 | FORWARD_RIGHT: 0.1224 | BACKWARD: 0.1838 | Selected: FORWARD (prob: 0.2017)
Episode 56 | Step 9 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.603, 1.000] | Action Distribution: FORWARD: 0.2006 | TURN_LEFT: 0.1780 | TURN_RIGHT: 0.1786 | FORWARD_LEFT: 0.1368 | FORWARD_RIGHT: 0.1223 | BACKWARD: 0.1838 | Selected: FORWARD (prob: 0.2006)
Episode 56 | Step 10 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.604, 1.000] | Action Distribution: FORWARD: 0.1993 | TURN_LEFT: 0.1786 | TURN_RIGHT: 0.1782 | FORWARD_LEFT: 0.1375 | FORWARD_RIGHT: 0.1227 | BACKWARD: 0.1837 | Selected: FORWARD (prob: 0.1993)
Episode 57 | Step 1 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.600, 1.000] | Action Distribution: FORWARD: 0.1974 | TURN_LEFT: 0.1785 | TURN_RIGHT: 0.1781 | FORWARD_LEFT: 0.1385 | FORWARD_RIGHT: 0.1236 | BACKWARD: 0.1839 | Selected: FORWARD (prob: 0.1974)
Episode 57 | Step 2 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.604, 1.000] | Action Distribution: FORWARD: 0.1957 | TURN_LEFT: 0.1781 | TURN_RIGHT: 0.1781 | FORWARD_LEFT: 0.1395 | FORWARD_RIGHT: 0.1247 | BACKWARD: 0.1841 | Selected: FORWARD (prob: 0.1957)
Episode 57 | Step 3 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.604, 1.000] | Action Distribution: FORWARD: 0.1938 | TURN_LEFT: 0.1778 | TURN_RIGHT: 0.1782 | FORWARD_LEFT: 0.1403 | FORWARD_RIGHT: 0.1258 | BACKWARD: 0.1841 | Selected: FORWARD (prob: 0.1938)
Episode 57 | Step 4 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.605, 1.000] | Action Distribution: FORWARD: 0.1917 | TURN_LEFT: 0.1774 | TURN_RIGHT: 0.1784 | FORWARD_LEFT: 0.1413 | FORWARD_RIGHT: 0.1270 | BACKWARD: 0.1841 | Selected: FORWARD (prob: 0.1917)
Episode 57 | Step 5 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.603, 1.000] | Action Distribution: FORWARD: 0.1894 | TURN_LEFT: 0.1773 | TURN_RIGHT: 0.1787 | FORWARD_LEFT: 0.1424 | FORWARD_RIGHT: 0.1283 | BACKWARD: 0.1839 | Selected: FORWARD (prob: 0.1894)
Episode 57 | Step 6 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.604, 1.000] | Action Distribution: FORWARD: 0.1873 | TURN_LEFT: 0.1772 | TURN_RIGHT: 0.1790 | FORWARD_LEFT: 0.1436 | FORWARD_RIGHT: 0.1297 | BACKWARD: 0.1833 | Selected: FORWARD_LEFT (prob: 0.1436)
Episode 57 | Step 7 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1847 | TURN_LEFT: 0.1771 | TURN_RIGHT: 0.1795 | FORWARD_LEFT: 0.1448 | FORWARD_RIGHT: 0.1309 | BACKWARD: 0.1829 | Selected: FORWARD (prob: 0.1847)
Episode 57 | Step 8 | State: [0.065, 0.066, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1819 | TURN_LEFT: 0.1770 | TURN_RIGHT: 0.1802 | FORWARD_LEFT: 0.1460 | FORWARD_RIGHT: 0.1324 | BACKWARD: 0.1826 | Selected: BACKWARD (prob: 0.1826)
Episode 57 | Step 9 | State: [0.066, 0.091, 1.000, 1.000, 1.000, 1.000, 0.607, 1.000] | Action Distribution: FORWARD: 0.1803 | TURN_LEFT: 0.1770 | TURN_RIGHT: 0.1807 | FORWARD_LEFT: 0.1474 | FORWARD_RIGHT: 0.1334 | BACKWARD: 0.1812 | Selected: FORWARD_LEFT (prob: 0.1474)
Episode 57 | Step 10 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.600, 1.000] | Action Distribution: FORWARD: 0.1788 | TURN_LEFT: 0.1770 | TURN_RIGHT: 0.1810 | FORWARD_LEFT: 0.1484 | FORWARD_RIGHT: 0.1346 | BACKWARD: 0.1803 | Selected: TURN_RIGHT (prob: 0.1810)
Episode 58 | Step 1 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.593, 1.000] | Action Distribution: FORWARD: 0.1774 | TURN_LEFT: 0.1765 | TURN_RIGHT: 0.1815 | FORWARD_LEFT: 0.1495 | FORWARD_RIGHT: 0.1357 | BACKWARD: 0.1793 | Selected: TURN_RIGHT (prob: 0.1815)
Episode 58 | Step 2 | State: [0.064, 0.086, 1.000, 1.000, 1.000, 1.000, 0.585, 1.000] | Action Distribution: FORWARD: 0.1755 | TURN_LEFT: 0.1764 | TURN_RIGHT: 0.1823 | FORWARD_LEFT: 0.1510 | FORWARD_RIGHT: 0.1371 | BACKWARD: 0.1777 | Selected: TURN_RIGHT (prob: 0.1823)
Episode 58 | Step 3 | State: [0.064, 0.107, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1719 | TURN_LEFT: 0.1765 | TURN_RIGHT: 0.1837 | FORWARD_LEFT: 0.1526 | FORWARD_RIGHT: 0.1389 | BACKWARD: 0.1764 | Selected: TURN_RIGHT (prob: 0.1837)
Episode 58 | Step 4 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1670 | TURN_LEFT: 0.1762 | TURN_RIGHT: 0.1851 | FORWARD_LEFT: 0.1545 | FORWARD_RIGHT: 0.1414 | BACKWARD: 0.1758 | Selected: TURN_RIGHT (prob: 0.1851)
Episode 58 | Step 5 | State: [0.064, 0.129, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1606 | TURN_LEFT: 0.1762 | TURN_RIGHT: 0.1873 | FORWARD_LEFT: 0.1567 | FORWARD_RIGHT: 0.1439 | BACKWARD: 0.1754 | Selected: TURN_RIGHT (prob: 0.1873)
Episode 58 | Step 6 | State: [0.064, 0.129, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1534 | TURN_LEFT: 0.1757 | TURN_RIGHT: 0.1896 | FORWARD_LEFT: 0.1585 | FORWARD_RIGHT: 0.1468 | BACKWARD: 0.1759 | Selected: TURN_RIGHT (prob: 0.1896)
Episode 58 | Step 7 | State: [0.064, 0.130, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1464 | TURN_LEFT: 0.1755 | TURN_RIGHT: 0.1916 | FORWARD_LEFT: 0.1603 | FORWARD_RIGHT: 0.1498 | BACKWARD: 0.1763 | Selected: TURN_RIGHT (prob: 0.1916)
Episode 58 | Step 8 | State: [0.064, 0.130, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1390 | TURN_LEFT: 0.1751 | TURN_RIGHT: 0.1937 | FORWARD_LEFT: 0.1618 | FORWARD_RIGHT: 0.1530 | BACKWARD: 0.1774 | Selected: TURN_RIGHT (prob: 0.1937)
Episode 58 | Step 9 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1319 | TURN_LEFT: 0.1739 | TURN_RIGHT: 0.1959 | FORWARD_LEFT: 0.1629 | FORWARD_RIGHT: 0.1568 | BACKWARD: 0.1785 | Selected: TURN_RIGHT (prob: 0.1959)
Episode 58 | Step 10 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1259 | TURN_LEFT: 0.1723 | TURN_RIGHT: 0.1978 | FORWARD_LEFT: 0.1642 | FORWARD_RIGHT: 0.1606 | BACKWARD: 0.1791 | Selected: TURN_RIGHT (prob: 0.1978)
Episode 59 | Step 1 | State: [0.064, 0.086, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1204 | TURN_LEFT: 0.1708 | TURN_RIGHT: 0.1994 | FORWARD_LEFT: 0.1649 | FORWARD_RIGHT: 0.1644 | BACKWARD: 0.1802 | Selected: TURN_RIGHT (prob: 0.1994)
Episode 59 | Step 2 | State: [0.064, 0.086, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1150 | TURN_LEFT: 0.1695 | TURN_RIGHT: 0.2009 | FORWARD_LEFT: 0.1661 | FORWARD_RIGHT: 0.1676 | BACKWARD: 0.1810 | Selected: TURN_RIGHT (prob: 0.2009)
Episode 59 | Step 3 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1105 | TURN_LEFT: 0.1677 | TURN_RIGHT: 0.2021 | FORWARD_LEFT: 0.1668 | FORWARD_RIGHT: 0.1713 | BACKWARD: 0.1816 | Selected: TURN_RIGHT (prob: 0.2021)
Episode 59 | Step 4 | State: [0.064, 0.065, 1.000, 1.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1064 | TURN_LEFT: 0.1667 | TURN_RIGHT: 0.2029 | FORWARD_LEFT: 0.1680 | FORWARD_RIGHT: 0.1742 | BACKWARD: 0.1818 | Selected: TURN_RIGHT (prob: 0.2029)
Episode 59 | Step 5 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1031 | TURN_LEFT: 0.1657 | TURN_RIGHT: 0.2034 | FORWARD_LEFT: 0.1691 | FORWARD_RIGHT: 0.1771 | BACKWARD: 0.1816 | Selected: TURN_RIGHT (prob: 0.2034)
Episode 59 | Step 6 | State: [0.064, 0.065, 1.000, 1.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1004 | TURN_LEFT: 0.1640 | TURN_RIGHT: 0.2038 | FORWARD_LEFT: 0.1701 | FORWARD_RIGHT: 0.1800 | BACKWARD: 0.1818 | Selected: TURN_RIGHT (prob: 0.2038)
Episode 59 | Step 7 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.580, 1.000] | Action Distribution: FORWARD: 0.0986 | TURN_LEFT: 0.1625 | TURN_RIGHT: 0.2034 | FORWARD_LEFT: 0.1712 | FORWARD_RIGHT: 0.1827 | BACKWARD: 0.1815 | Selected: FORWARD_RIGHT (prob: 0.1827)
Episode 59 | Step 8 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.0981 | TURN_LEFT: 0.1608 | TURN_RIGHT: 0.2027 | FORWARD_LEFT: 0.1719 | FORWARD_RIGHT: 0.1851 | BACKWARD: 0.1813 | Selected: TURN_RIGHT (prob: 0.2027)
Episode 59 | Step 9 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.0988 | TURN_LEFT: 0.1595 | TURN_RIGHT: 0.2021 | FORWARD_LEFT: 0.1718 | FORWARD_RIGHT: 0.1867 | BACKWARD: 0.1811 | Selected: TURN_RIGHT (prob: 0.2021)
