Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.064, 0.182, 0.000, 0.000, 0.058, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1721 | TURN_LEFT: 0.1500 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1752 | FORWARD_RIGHT: 0.1287 | BACKWARD: 0.1958 | Selected: FORWARD_LEFT (prob: 0.1752)
Episode 6 | Step 36 | State: [0.273, 0.064, 0.000, 0.000, 1.000, 1.000, 0.635, 0.059] | Action Distribution: FORWARD: 0.1951 | TURN_LEFT: 0.1558 | TURN_RIGHT: 0.2173 | FORWARD_LEFT: 0.1994 | FORWARD_RIGHT: 0.0796 | BACKWARD: 0.1529 | Selected: TURN_RIGHT (prob: 0.2173)
Episode 6 | Step 37 | State: [0.194, 0.064, 0.000, 0.000, 1.000, 1.000, 0.687, 0.059] | Action Distribution: FORWARD: 0.1948 | TURN_LEFT: 0.1558 | TURN_RIGHT: 0.2129 | FORWARD_LEFT: 0.1994 | FORWARD_RIGHT: 0.0813 | BACKWARD: 0.1559 | Selected: TURN_RIGHT (prob: 0.2129)
Episode 6 | Step 38 | State: [0.124, 0.064, 0.000, 0.000, 1.000, 1.000, 0.726, 0.059] | Action Distribution: FORWARD: 0.1944 | TURN_LEFT: 0.1559 | TURN_RIGHT: 0.2092 | FORWARD_LEFT: 0.1992 | FORWARD_RIGHT: 0.0827 | BACKWARD: 0.1586 | Selected: TURN_RIGHT (prob: 0.2092)
Episode 6 | Step 39 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.745, 0.059] | Action Distribution: FORWARD: 0.1940 | TURN_LEFT: 0.1563 | TURN_RIGHT: 0.2066 | FORWARD_LEFT: 0.1986 | FORWARD_RIGHT: 0.0839 | BACKWARD: 0.1607 | Selected: TURN_RIGHT (prob: 0.2066)
Episode 6 | Step 40 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.766, 0.722, 0.059] | Action Distribution: FORWARD: 0.1863 | TURN_LEFT: 0.1627 | TURN_RIGHT: 0.2008 | FORWARD_LEFT: 0.2017 | FORWARD_RIGHT: 0.0867 | BACKWARD: 0.1617 | Selected: FORWARD_LEFT (prob: 0.2017)
Episode 6 | Step 41 | State: [0.264, 0.064, 0.000, 0.000, 1.000, 1.000, 0.597, 0.059] | Action Distribution: FORWARD: 0.1922 | TURN_LEFT: 0.1585 | TURN_RIGHT: 0.2181 | FORWARD_LEFT: 0.1985 | FORWARD_RIGHT: 0.0789 | BACKWARD: 0.1538 | Selected: TURN_RIGHT (prob: 0.2181)
Episode 6 | Step 42 | State: [0.184, 0.064, 0.000, 0.000, 1.000, 1.000, 0.650, 0.059] | Action Distribution: FORWARD: 0.1919 | TURN_LEFT: 0.1585 | TURN_RIGHT: 0.2136 | FORWARD_LEFT: 0.1984 | FORWARD_RIGHT: 0.0807 | BACKWARD: 0.1569 | Selected: TURN_LEFT (prob: 0.1585)
Episode 6 | Step 43 | State: [0.257, 0.064, 0.000, 0.000, 1.000, 1.000, 0.605, 0.059] | Action Distribution: FORWARD: 0.1911 | TURN_LEFT: 0.1592 | TURN_RIGHT: 0.2176 | FORWARD_LEFT: 0.1986 | FORWARD_RIGHT: 0.0789 | BACKWARD: 0.1546 | Selected: TURN_RIGHT (prob: 0.2176)
Episode 6 | Step 44 | State: [0.184, 0.064, 0.000, 0.000, 1.000, 1.000, 0.652, 0.059] | Action Distribution: FORWARD: 0.1909 | TURN_LEFT: 0.1592 | TURN_RIGHT: 0.2136 | FORWARD_LEFT: 0.1985 | FORWARD_RIGHT: 0.0804 | BACKWARD: 0.1574 | Selected: TURN_RIGHT (prob: 0.2136)
Episode 6 | Step 45 | State: [0.120, 0.064, 0.000, 0.000, 1.000, 1.000, 0.695, 1.000] | Action Distribution: FORWARD: 0.1751 | TURN_LEFT: 0.1848 | TURN_RIGHT: 0.1931 | FORWARD_LEFT: 0.1927 | FORWARD_RIGHT: 0.0705 | BACKWARD: 0.1838 | Selected: TURN_RIGHT (prob: 0.1931)
Episode 6 | Step 46 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 0.764, 0.735, 1.000] | Action Distribution: FORWARD: 0.1643 | TURN_LEFT: 0.1915 | TURN_RIGHT: 0.1851 | FORWARD_LEFT: 0.1943 | FORWARD_RIGHT: 0.0751 | BACKWARD: 0.1897 | Selected: FORWARD_LEFT (prob: 0.1943)
Episode 6 | Step 47 | State: [0.255, 0.064, 0.000, 0.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1749 | TURN_LEFT: 0.1880 | TURN_RIGHT: 0.1976 | FORWARD_LEFT: 0.1931 | FORWARD_RIGHT: 0.0680 | BACKWARD: 0.1784 | Selected: TURN_RIGHT (prob: 0.1976)
Episode 6 | Step 48 | State: [0.183, 0.065, 0.000, 0.000, 1.000, 1.000, 0.635, 1.000] | Action Distribution: FORWARD: 0.1740 | TURN_LEFT: 0.1883 | TURN_RIGHT: 0.1952 | FORWARD_LEFT: 0.1922 | FORWARD_RIGHT: 0.0691 | BACKWARD: 0.1812 | Selected: TURN_RIGHT (prob: 0.1952)
Episode 6 | Step 49 | State: [0.163, 0.065, 0.000, 0.000, 1.000, 1.000, 0.672, 1.000] | Action Distribution: FORWARD: 0.1737 | TURN_LEFT: 0.1882 | TURN_RIGHT: 0.1943 | FORWARD_LEFT: 0.1920 | FORWARD_RIGHT: 0.0695 | BACKWARD: 0.1823 | Selected: TURN_RIGHT (prob: 0.1943)
Episode 6 | Step 50 | State: [0.109, 0.064, 0.000, 0.000, 1.000, 0.072, 0.704, 1.000] | Action Distribution: FORWARD: 0.1414 | TURN_LEFT: 0.2105 | TURN_RIGHT: 0.1697 | FORWARD_LEFT: 0.1977 | FORWARD_RIGHT: 0.0818 | BACKWARD: 0.1989 | Selected: TURN_LEFT (prob: 0.2105)
Episode 6 | Step 51 | State: [0.165, 0.064, 0.000, 0.000, 1.000, 1.000, 0.670, 1.000] | Action Distribution: FORWARD: 0.1727 | TURN_LEFT: 0.1901 | TURN_RIGHT: 0.1938 | FORWARD_LEFT: 0.1916 | FORWARD_RIGHT: 0.0694 | BACKWARD: 0.1825 | Selected: TURN_RIGHT (prob: 0.1938)
Episode 6 | Step 52 | State: [0.110, 0.064, 0.000, 0.000, 1.000, 0.072, 0.706, 1.000] | Action Distribution: FORWARD: 0.1405 | TURN_LEFT: 0.2122 | TURN_RIGHT: 0.1692 | FORWARD_LEFT: 0.1973 | FORWARD_RIGHT: 0.0817 | BACKWARD: 0.1991 | Selected: TURN_LEFT (prob: 0.2122)
Episode 6 | Step 53 | State: [0.165, 0.064, 0.000, 0.000, 1.000, 1.000, 0.671, 1.000] | Action Distribution: FORWARD: 0.1715 | TURN_LEFT: 0.1918 | TURN_RIGHT: 0.1934 | FORWARD_LEFT: 0.1912 | FORWARD_RIGHT: 0.0692 | BACKWARD: 0.1827 | Selected: TURN_RIGHT (prob: 0.1934)
Episode 6 | Step 54 | State: [0.110, 0.064, 0.000, 0.000, 1.000, 0.072, 0.706, 1.000] | Action Distribution: FORWARD: 0.1395 | TURN_LEFT: 0.2140 | TURN_RIGHT: 0.1689 | FORWARD_LEFT: 0.1967 | FORWARD_RIGHT: 0.0816 | BACKWARD: 0.1994 | Selected: TURN_LEFT (prob: 0.2140)
Episode 6 | Step 55 | State: [0.166, 0.065, 0.000, 0.000, 1.000, 1.000, 0.672, 1.000] | Action Distribution: FORWARD: 0.1704 | TURN_LEFT: 0.1936 | TURN_RIGHT: 0.1931 | FORWARD_LEFT: 0.1907 | FORWARD_RIGHT: 0.0691 | BACKWARD: 0.1831 | Selected: TURN_LEFT (prob: 0.1936)
Episode 6 | Step 56 | State: [0.232, 0.064, 0.000, 0.000, 1.000, 1.000, 0.627, 1.000] | Action Distribution: FORWARD: 0.1703 | TURN_LEFT: 0.1950 | TURN_RIGHT: 0.1951 | FORWARD_LEFT: 0.1910 | FORWARD_RIGHT: 0.0680 | BACKWARD: 0.1806 | Selected: TURN_RIGHT (prob: 0.1951)
Episode 6 | Step 57 | State: [0.166, 0.064, 0.000, 0.000, 1.000, 1.000, 0.672, 1.000] | Action Distribution: FORWARD: 0.1693 | TURN_LEFT: 0.1949 | TURN_RIGHT: 0.1927 | FORWARD_LEFT: 0.1904 | FORWARD_RIGHT: 0.0691 | BACKWARD: 0.1836 | Selected: FORWARD_LEFT (prob: 0.1904)
Episode 6 | Step 58 | State: [0.243, 0.064, 0.000, 0.000, 1.000, 1.000, 0.593, 1.000] | Action Distribution: FORWARD: 0.1691 | TURN_LEFT: 0.1972 | TURN_RIGHT: 0.1951 | FORWARD_LEFT: 0.1904 | FORWARD_RIGHT: 0.0677 | BACKWARD: 0.1804 | Selected: TURN_LEFT (prob: 0.1972)
Episode 6 | Step 59 | State: [0.313, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1692 | TURN_LEFT: 0.1972 | TURN_RIGHT: 0.1973 | FORWARD_LEFT: 0.1910 | FORWARD_RIGHT: 0.0667 | BACKWARD: 0.1786 | Selected: TURN_RIGHT (prob: 0.1973)
Episode 6 | Step 60 | State: [0.237, 0.064, 0.000, 0.000, 1.000, 1.000, 0.597, 1.000] | Action Distribution: FORWARD: 0.1682 | TURN_LEFT: 0.1983 | TURN_RIGHT: 0.1946 | FORWARD_LEFT: 0.1899 | FORWARD_RIGHT: 0.0678 | BACKWARD: 0.1813 | Selected: TURN_LEFT (prob: 0.1983)
Episode 6 | Step 61 | State: [0.313, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1684 | TURN_LEFT: 0.1983 | TURN_RIGHT: 0.1967 | FORWARD_LEFT: 0.1906 | FORWARD_RIGHT: 0.0667 | BACKWARD: 0.1793 | Selected: TURN_LEFT (prob: 0.1983)
Episode 6 | Step 62 | State: [0.345, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1682 | TURN_LEFT: 0.1986 | TURN_RIGHT: 0.1974 | FORWARD_LEFT: 0.1907 | FORWARD_RIGHT: 0.0663 | BACKWARD: 0.1788 | Selected: TURN_LEFT (prob: 0.1986)
Episode 6 | Step 63 | State: [0.325, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1676 | TURN_LEFT: 0.1995 | TURN_RIGHT: 0.1964 | FORWARD_LEFT: 0.1902 | FORWARD_RIGHT: 0.0666 | BACKWARD: 0.1797 | Selected: BACKWARD (prob: 0.1797)
Episode 6 | Step 64 | State: [0.064, 0.408, 0.000, 0.000, 0.058, 0.059, 0.578, 0.767] | Action Distribution: FORWARD: 0.1510 | TURN_LEFT: 0.1582 | TURN_RIGHT: 0.1389 | FORWARD_LEFT: 0.2228 | FORWARD_RIGHT: 0.1304 | BACKWARD: 0.1987 | Selected: FORWARD_LEFT (prob: 0.2228)
Episode 6 | Step 65 | State: [0.172, 0.064, 0.002, 0.000, 1.000, 0.059, 0.578, 1.000] | Action Distribution: FORWARD: 0.1354 | TURN_LEFT: 0.2245 | TURN_RIGHT: 0.1691 | FORWARD_LEFT: 0.1925 | FORWARD_RIGHT: 0.0798 | BACKWARD: 0.1987 | Selected: TURN_LEFT (prob: 0.2245)
Episode 6 | Step 66 | State: [0.141, 0.124, 0.000, 0.000, 1.000, 0.059, 0.581, 1.000] | Action Distribution: FORWARD: 0.1352 | TURN_LEFT: 0.2223 | TURN_RIGHT: 0.1666 | FORWARD_LEFT: 0.1949 | FORWARD_RIGHT: 0.0806 | BACKWARD: 0.2005 | Selected: TURN_LEFT (prob: 0.2223)
Episode 6 | Step 67 | State: [0.102, 0.194, 0.000, 0.000, 1.000, 0.059, 0.578, 1.000] | Action Distribution: FORWARD: 0.1351 | TURN_LEFT: 0.2196 | TURN_RIGHT: 0.1636 | FORWARD_LEFT: 0.1975 | FORWARD_RIGHT: 0.0814 | BACKWARD: 0.2027 | Selected: TURN_LEFT (prob: 0.2196)
Episode 6 | Step 68 | State: [0.064, 0.274, 0.000, 0.000, 1.000, 0.059, 0.578, 0.355] | Action Distribution: FORWARD: 0.1595 | TURN_LEFT: 0.1944 | TURN_RIGHT: 0.1747 | FORWARD_LEFT: 0.2006 | FORWARD_RIGHT: 0.0896 | BACKWARD: 0.1812 | Selected: FORWARD_LEFT (prob: 0.2006)
Episode 6 | Step 69 | State: [0.385, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1798 | TURN_LEFT: 0.1709 | TURN_RIGHT: 0.2192 | FORWARD_LEFT: 0.2003 | FORWARD_RIGHT: 0.0749 | BACKWARD: 0.1549 | Selected: TURN_RIGHT (prob: 0.2192)
Episode 6 | Step 70 | State: [0.344, 0.064, 0.000, 0.000, 1.000, 1.000, 0.591, 0.059] | Action Distribution: FORWARD: 0.1796 | TURN_LEFT: 0.1715 | TURN_RIGHT: 0.2172 | FORWARD_LEFT: 0.1995 | FORWARD_RIGHT: 0.0757 | BACKWARD: 0.1565 | Selected: TURN_RIGHT (prob: 0.2172)
Episode 6 | Step 71 | State: [0.262, 0.064, 0.000, 0.000, 1.000, 1.000, 0.632, 0.059] | Action Distribution: FORWARD: 0.1794 | TURN_LEFT: 0.1719 | TURN_RIGHT: 0.2133 | FORWARD_LEFT: 0.1976 | FORWARD_RIGHT: 0.0777 | BACKWARD: 0.1601 | Selected: TURN_RIGHT (prob: 0.2133)
Episode 6 | Step 72 | State: [0.187, 0.064, 0.000, 0.000, 1.000, 1.000, 0.683, 0.059] | Action Distribution: FORWARD: 0.1793 | TURN_LEFT: 0.1718 | TURN_RIGHT: 0.2096 | FORWARD_LEFT: 0.1962 | FORWARD_RIGHT: 0.0795 | BACKWARD: 0.1635 | Selected: TURN_RIGHT (prob: 0.2096)
Episode 6 | Step 73 | State: [0.121, 0.064, 0.000, 0.000, 1.000, 1.000, 0.721, 0.059] | Action Distribution: FORWARD: 0.1791 | TURN_LEFT: 0.1720 | TURN_RIGHT: 0.2064 | FORWARD_LEFT: 0.1953 | FORWARD_RIGHT: 0.0810 | BACKWARD: 0.1662 | Selected: TURN_RIGHT (prob: 0.2064)
Episode 6 | Step 74 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.741, 0.059] | Action Distribution: FORWARD: 0.1787 | TURN_LEFT: 0.1725 | TURN_RIGHT: 0.2038 | FORWARD_LEFT: 0.1943 | FORWARD_RIGHT: 0.0822 | BACKWARD: 0.1683 | Selected: TURN_RIGHT (prob: 0.2038)
Episode 6 | Step 75 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.535, 0.717, 1.000] | Action Distribution: FORWARD: 0.1424 | TURN_LEFT: 0.2175 | TURN_RIGHT: 0.1697 | FORWARD_LEFT: 0.1926 | FORWARD_RIGHT: 0.0769 | BACKWARD: 0.2008 | Selected: TURN_LEFT (prob: 0.2175)
Episode 6 | Step 76 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.742, 0.059] | Action Distribution: FORWARD: 0.1782 | TURN_LEFT: 0.1730 | TURN_RIGHT: 0.2033 | FORWARD_LEFT: 0.1944 | FORWARD_RIGHT: 0.0820 | BACKWARD: 0.1691 | Selected: TURN_RIGHT (prob: 0.2033)
Episode 6 | Step 77 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.524, 0.716, 1.000] | Action Distribution: FORWARD: 0.1415 | TURN_LEFT: 0.2187 | TURN_RIGHT: 0.1685 | FORWARD_LEFT: 0.1928 | FORWARD_RIGHT: 0.0766 | BACKWARD: 0.2019 | Selected: TURN_LEFT (prob: 0.2187)
Episode 6 | Step 78 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.740, 0.059] | Action Distribution: FORWARD: 0.1780 | TURN_LEFT: 0.1736 | TURN_RIGHT: 0.2028 | FORWARD_LEFT: 0.1941 | FORWARD_RIGHT: 0.0816 | BACKWARD: 0.1699 | Selected: TURN_RIGHT (prob: 0.2028)
Episode 6 | Step 79 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.505, 0.717, 1.000] | Action Distribution: FORWARD: 0.1406 | TURN_LEFT: 0.2200 | TURN_RIGHT: 0.1672 | FORWARD_LEFT: 0.1927 | FORWARD_RIGHT: 0.0764 | BACKWARD: 0.2032 | Selected: TURN_LEFT (prob: 0.2200)
Episode 6 | Step 80 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.742, 0.059] | Action Distribution: FORWARD: 0.1777 | TURN_LEFT: 0.1741 | TURN_RIGHT: 0.2024 | FORWARD_LEFT: 0.1939 | FORWARD_RIGHT: 0.0813 | BACKWARD: 0.1707 | Selected: TURN_RIGHT (prob: 0.2024)
Episode 6 | Step 81 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.506, 0.718, 1.000] | Action Distribution: FORWARD: 0.1399 | TURN_LEFT: 0.2210 | TURN_RIGHT: 0.1665 | FORWARD_LEFT: 0.1928 | FORWARD_RIGHT: 0.0760 | BACKWARD: 0.2039 | Selected: TURN_LEFT (prob: 0.2210)
Episode 6 | Step 82 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.743, 0.059] | Action Distribution: FORWARD: 0.1773 | TURN_LEFT: 0.1747 | TURN_RIGHT: 0.2021 | FORWARD_LEFT: 0.1938 | FORWARD_RIGHT: 0.0810 | BACKWARD: 0.1712 | Selected: TURN_RIGHT (prob: 0.2021)
Episode 6 | Step 83 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.492, 0.718, 1.000] | Action Distribution: FORWARD: 0.1390 | TURN_LEFT: 0.2224 | TURN_RIGHT: 0.1656 | FORWARD_LEFT: 0.1926 | FORWARD_RIGHT: 0.0758 | BACKWARD: 0.2046 | Selected: TURN_LEFT (prob: 0.2224)
Episode 6 | Step 84 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.742, 0.059] | Action Distribution: FORWARD: 0.1772 | TURN_LEFT: 0.1753 | TURN_RIGHT: 0.2019 | FORWARD_LEFT: 0.1934 | FORWARD_RIGHT: 0.0807 | BACKWARD: 0.1715 | Selected: TURN_RIGHT (prob: 0.2019)
Episode 6 | Step 85 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.483, 0.718, 1.000] | Action Distribution: FORWARD: 0.1386 | TURN_LEFT: 0.2236 | TURN_RIGHT: 0.1646 | FORWARD_LEFT: 0.1927 | FORWARD_RIGHT: 0.0755 | BACKWARD: 0.2050 | Selected: TURN_LEFT (prob: 0.2236)
Episode 6 | Step 86 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.742, 0.059] | Action Distribution: FORWARD: 0.1771 | TURN_LEFT: 0.1761 | TURN_RIGHT: 0.2010 | FORWARD_LEFT: 0.1936 | FORWARD_RIGHT: 0.0804 | BACKWARD: 0.1718 | Selected: TURN_RIGHT (prob: 0.2010)
Episode 6 | Step 87 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.476, 0.717, 1.000] | Action Distribution: FORWARD: 0.1380 | TURN_LEFT: 0.2250 | TURN_RIGHT: 0.1630 | FORWARD_LEFT: 0.1931 | FORWARD_RIGHT: 0.0753 | BACKWARD: 0.2056 | Selected: TURN_LEFT (prob: 0.2250)
Episode 6 | Step 88 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.743, 0.059] | Action Distribution: FORWARD: 0.1768 | TURN_LEFT: 0.1771 | TURN_RIGHT: 0.1997 | FORWARD_LEFT: 0.1939 | FORWARD_RIGHT: 0.0802 | BACKWARD: 0.1723 | Selected: TURN_RIGHT (prob: 0.1997)
Episode 6 | Step 89 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.476, 0.718, 1.000] | Action Distribution: FORWARD: 0.1375 | TURN_LEFT: 0.2265 | TURN_RIGHT: 0.1613 | FORWARD_LEFT: 0.1937 | FORWARD_RIGHT: 0.0749 | BACKWARD: 0.2061 | Selected: TURN_LEFT (prob: 0.2265)
Episode 6 | Step 90 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.744, 0.059] | Action Distribution: FORWARD: 0.1764 | TURN_LEFT: 0.1784 | TURN_RIGHT: 0.1983 | FORWARD_LEFT: 0.1942 | FORWARD_RIGHT: 0.0798 | BACKWARD: 0.1729 | Selected: TURN_RIGHT (prob: 0.1983)
Episode 6 | Step 91 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.482, 0.720, 1.000] | Action Distribution: FORWARD: 0.1370 | TURN_LEFT: 0.2275 | TURN_RIGHT: 0.1597 | FORWARD_LEFT: 0.1944 | FORWARD_RIGHT: 0.0745 | BACKWARD: 0.2068 | Selected: TURN_LEFT (prob: 0.2275)
Episode 6 | Step 92 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.744, 0.059] | Action Distribution: FORWARD: 0.1759 | TURN_LEFT: 0.1794 | TURN_RIGHT: 0.1970 | FORWARD_LEFT: 0.1947 | FORWARD_RIGHT: 0.0795 | BACKWARD: 0.1735 | Selected: TURN_RIGHT (prob: 0.1970)
Episode 6 | Step 93 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.487, 0.721, 1.000] | Action Distribution: FORWARD: 0.1366 | TURN_LEFT: 0.2285 | TURN_RIGHT: 0.1580 | FORWARD_LEFT: 0.1952 | FORWARD_RIGHT: 0.0742 | BACKWARD: 0.2075 | Selected: TURN_LEFT (prob: 0.2285)
Episode 6 | Step 94 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.745, 0.059] | Action Distribution: FORWARD: 0.1753 | TURN_LEFT: 0.1806 | TURN_RIGHT: 0.1953 | FORWARD_LEFT: 0.1954 | FORWARD_RIGHT: 0.0793 | BACKWARD: 0.1740 | Selected: FORWARD_LEFT (prob: 0.1954)
Episode 6 | Step 95 | State: [0.257, 0.064, 0.000, 0.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1553 | TURN_LEFT: 0.2194 | TURN_RIGHT: 0.1722 | FORWARD_LEFT: 0.1942 | FORWARD_RIGHT: 0.0642 | BACKWARD: 0.1948 | Selected: TURN_LEFT (prob: 0.2194)
Episode 6 | Step 96 | State: [0.329, 0.064, 0.000, 0.000, 1.000, 1.000, 0.589, 0.059] | Action Distribution: FORWARD: 0.1730 | TURN_LEFT: 0.1841 | TURN_RIGHT: 0.2043 | FORWARD_LEFT: 0.2019 | FORWARD_RIGHT: 0.0729 | BACKWARD: 0.1638 | Selected: TURN_RIGHT (prob: 0.2043)
Episode 6 | Step 97 | State: [0.250, 0.064, 0.000, 0.000, 1.000, 1.000, 0.617, 1.000] | Action Distribution: FORWARD: 0.1542 | TURN_LEFT: 0.2206 | TURN_RIGHT: 0.1697 | FORWARD_LEFT: 0.1954 | FORWARD_RIGHT: 0.0642 | BACKWARD: 0.1959 | Selected: TURN_LEFT (prob: 0.2206)
Episode 6 | Step 98 | State: [0.333, 0.064, 0.000, 0.000, 1.000, 1.000, 0.588, 0.059] | Action Distribution: FORWARD: 0.1723 | TURN_LEFT: 0.1854 | TURN_RIGHT: 0.2028 | FORWARD_LEFT: 0.2027 | FORWARD_RIGHT: 0.0728 | BACKWARD: 0.1640 | Selected: TURN_RIGHT (prob: 0.2028)
Episode 6 | Step 99 | State: [0.253, 0.064, 0.000, 0.000, 1.000, 1.000, 0.604, 1.000] | Action Distribution: FORWARD: 0.1537 | TURN_LEFT: 0.2223 | TURN_RIGHT: 0.1678 | FORWARD_LEFT: 0.1961 | FORWARD_RIGHT: 0.0641 | BACKWARD: 0.1961 | Selected: TURN_LEFT (prob: 0.2223)
Episode 6 | Step 100 | State: [0.335, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1717 | TURN_LEFT: 0.1871 | TURN_RIGHT: 0.2016 | FORWARD_LEFT: 0.2029 | FORWARD_RIGHT: 0.0726 | BACKWARD: 0.1641 | Selected: FORWARD_LEFT (prob: 0.2029)
Episode 7 | Step 1 | State: [0.327, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1538 | TURN_LEFT: 0.2232 | TURN_RIGHT: 0.1680 | FORWARD_LEFT: 0.1967 | FORWARD_RIGHT: 0.0630 | BACKWARD: 0.1952 | Selected: TURN_LEFT (prob: 0.2232)
Episode 7 | Step 2 | State: [0.367, 0.078, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1712 | TURN_LEFT: 0.1879 | TURN_RIGHT: 0.2006 | FORWARD_LEFT: 0.2041 | FORWARD_RIGHT: 0.0720 | BACKWARD: 0.1642 | Selected: FORWARD_LEFT (prob: 0.2041)
Episode 7 | Step 3 | State: [0.232, 0.141, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1734 | TURN_LEFT: 0.1868 | TURN_RIGHT: 0.1950 | FORWARD_LEFT: 0.2011 | FORWARD_RIGHT: 0.0743 | BACKWARD: 0.1694 | Selected: FORWARD_LEFT (prob: 0.2011)
Episode 7 | Step 4 | State: [0.328, 0.089, 0.000, 0.000, 1.000, 1.000, 0.576, 1.000] | Action Distribution: FORWARD: 0.1534 | TURN_LEFT: 0.2236 | TURN_RIGHT: 0.1647 | FORWARD_LEFT: 0.1979 | FORWARD_RIGHT: 0.0629 | BACKWARD: 0.1975 | Selected: TURN_LEFT (prob: 0.2236)
Episode 7 | Step 5 | State: [0.230, 0.142, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1729 | TURN_LEFT: 0.1880 | TURN_RIGHT: 0.1936 | FORWARD_LEFT: 0.2010 | FORWARD_RIGHT: 0.0742 | BACKWARD: 0.1703 | Selected: FORWARD_LEFT (prob: 0.2010)
Episode 7 | Step 6 | State: [0.316, 0.104, 0.000, 0.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1529 | TURN_LEFT: 0.2243 | TURN_RIGHT: 0.1622 | FORWARD_LEFT: 0.1981 | FORWARD_RIGHT: 0.0630 | BACKWARD: 0.1994 | Selected: TURN_LEFT (prob: 0.2243)
Episode 7 | Step 7 | State: [0.223, 0.144, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1724 | TURN_LEFT: 0.1894 | TURN_RIGHT: 0.1920 | FORWARD_LEFT: 0.2005 | FORWARD_RIGHT: 0.0742 | BACKWARD: 0.1714 | Selected: FORWARD_LEFT (prob: 0.2005)
Episode 7 | Step 8 | State: [0.247, 0.121, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1520 | TURN_LEFT: 0.2253 | TURN_RIGHT: 0.1587 | FORWARD_LEFT: 0.1979 | FORWARD_RIGHT: 0.0637 | BACKWARD: 0.2024 | Selected: TURN_LEFT (prob: 0.2253)
Episode 7 | Step 9 | State: [0.174, 0.148, 0.000, 0.000, 1.000, 1.000, 0.578, 0.575] | Action Distribution: FORWARD: 0.1619 | TURN_LEFT: 0.2125 | TURN_RIGHT: 0.1723 | FORWARD_LEFT: 0.1914 | FORWARD_RIGHT: 0.0696 | BACKWARD: 0.1924 | Selected: TURN_LEFT (prob: 0.2125)
