Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.086, 0.167, 0.000, 0.000, 1.000, 1.000, 0.617, 0.059] | Action Distribution: FORWARD: 0.1339 | TURN_LEFT: 0.1447 | TURN_RIGHT: 0.1762 | FORWARD_LEFT: 0.1968 | FORWARD_RIGHT: 0.1598 | BACKWARD: 0.1886 | Selected: FORWARD_RIGHT (prob: 0.1598)
Episode 2 | Step 50 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.721, 1.000] | Action Distribution: FORWARD: 0.1200 | TURN_LEFT: 0.1329 | TURN_RIGHT: 0.1569 | FORWARD_LEFT: 0.2439 | FORWARD_RIGHT: 0.1451 | BACKWARD: 0.2012 | Selected: FORWARD_LEFT (prob: 0.2439)
Episode 2 | Step 51 | State: [0.066, 0.065, 0.000, 0.000, 1.000, 1.000, 0.727, 1.000] | Action Distribution: FORWARD: 0.1200 | TURN_LEFT: 0.1330 | TURN_RIGHT: 0.1567 | FORWARD_LEFT: 0.2441 | FORWARD_RIGHT: 0.1450 | BACKWARD: 0.2013 | Selected: FORWARD_LEFT (prob: 0.2441)
Episode 2 | Step 52 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.725, 1.000] | Action Distribution: FORWARD: 0.1199 | TURN_LEFT: 0.1330 | TURN_RIGHT: 0.1564 | FORWARD_LEFT: 0.2440 | FORWARD_RIGHT: 0.1450 | BACKWARD: 0.2016 | Selected: FORWARD_LEFT (prob: 0.2440)
Episode 2 | Step 53 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.725, 1.000] | Action Distribution: FORWARD: 0.1199 | TURN_LEFT: 0.1331 | TURN_RIGHT: 0.1561 | FORWARD_LEFT: 0.2441 | FORWARD_RIGHT: 0.1450 | BACKWARD: 0.2019 | Selected: FORWARD_LEFT (prob: 0.2441)
Episode 2 | Step 54 | State: [0.066, 0.065, 0.000, 0.000, 1.000, 1.000, 0.727, 1.000] | Action Distribution: FORWARD: 0.1199 | TURN_LEFT: 0.1331 | TURN_RIGHT: 0.1559 | FORWARD_LEFT: 0.2441 | FORWARD_RIGHT: 0.1449 | BACKWARD: 0.2021 | Selected: FORWARD_RIGHT (prob: 0.1449)
Episode 2 | Step 55 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 0.058, 0.726, 1.000] | Action Distribution: FORWARD: 0.1184 | TURN_LEFT: 0.1358 | TURN_RIGHT: 0.1574 | FORWARD_LEFT: 0.2240 | FORWARD_RIGHT: 0.1353 | BACKWARD: 0.2291 | Selected: BACKWARD (prob: 0.2291)
Episode 2 | Step 56 | State: [0.175, 0.064, 0.000, 0.000, 1.000, 0.059, 0.904, 1.000] | Action Distribution: FORWARD: 0.1165 | TURN_LEFT: 0.1333 | TURN_RIGHT: 0.1585 | FORWARD_LEFT: 0.2244 | FORWARD_RIGHT: 0.1340 | BACKWARD: 0.2333 | Selected: BACKWARD (prob: 0.2333)
Episode 2 | Step 57 | State: [0.547, 0.064, 0.000, 0.000, 1.000, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1465 | TURN_LEFT: 0.1407 | TURN_RIGHT: 0.1678 | FORWARD_LEFT: 0.2048 | FORWARD_RIGHT: 0.1417 | BACKWARD: 0.1986 | Selected: FORWARD_LEFT (prob: 0.2048)
Episode 2 | Step 58 | State: [0.350, 0.064, 0.000, 0.000, 1.000, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1471 | TURN_LEFT: 0.1430 | TURN_RIGHT: 0.1657 | FORWARD_LEFT: 0.2052 | FORWARD_RIGHT: 0.1396 | BACKWARD: 0.1994 | Selected: TURN_LEFT (prob: 0.1430)
Episode 2 | Step 59 | State: [0.607, 0.065, 0.000, 0.000, 1.000, 0.059, 0.805, 0.059] | Action Distribution: FORWARD: 0.1466 | TURN_LEFT: 0.1390 | TURN_RIGHT: 0.1685 | FORWARD_LEFT: 0.2019 | FORWARD_RIGHT: 0.1467 | BACKWARD: 0.1973 | Selected: TURN_LEFT (prob: 0.1390)
Episode 2 | Step 60 | State: [0.683, 0.064, 0.000, 0.000, 1.000, 0.059, 0.691, 0.059] | Action Distribution: FORWARD: 0.1464 | TURN_LEFT: 0.1365 | TURN_RIGHT: 0.1693 | FORWARD_LEFT: 0.1996 | FORWARD_RIGHT: 0.1512 | BACKWARD: 0.1970 | Selected: FORWARD_LEFT (prob: 0.1996)
Episode 2 | Step 61 | State: [0.448, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1374 | TURN_LEFT: 0.1370 | TURN_RIGHT: 0.1619 | FORWARD_LEFT: 0.2058 | FORWARD_RIGHT: 0.1525 | BACKWARD: 0.2054 | Selected: TURN_RIGHT (prob: 0.1619)
Episode 2 | Step 62 | State: [0.426, 0.064, 0.000, 0.000, 1.000, 1.000, 0.630, 0.059] | Action Distribution: FORWARD: 0.1376 | TURN_LEFT: 0.1377 | TURN_RIGHT: 0.1616 | FORWARD_LEFT: 0.2061 | FORWARD_RIGHT: 0.1510 | BACKWARD: 0.2060 | Selected: FORWARD (prob: 0.1376)
Episode 2 | Step 63 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.728, 1.000] | Action Distribution: FORWARD: 0.1196 | TURN_LEFT: 0.1335 | TURN_RIGHT: 0.1537 | FORWARD_LEFT: 0.2435 | FORWARD_RIGHT: 0.1446 | BACKWARD: 0.2052 | Selected: FORWARD_LEFT (prob: 0.2435)
Episode 2 | Step 64 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.721, 1.000] | Action Distribution: FORWARD: 0.1195 | TURN_LEFT: 0.1335 | TURN_RIGHT: 0.1534 | FORWARD_LEFT: 0.2432 | FORWARD_RIGHT: 0.1446 | BACKWARD: 0.2056 | Selected: FORWARD_LEFT (prob: 0.2432)
Episode 2 | Step 65 | State: [0.064, 0.065, 0.000, 0.000, 1.000, 1.000, 0.722, 1.000] | Action Distribution: FORWARD: 0.1195 | TURN_LEFT: 0.1336 | TURN_RIGHT: 0.1532 | FORWARD_LEFT: 0.2432 | FORWARD_RIGHT: 0.1446 | BACKWARD: 0.2059 | Selected: FORWARD_LEFT (prob: 0.2432)
Episode 2 | Step 66 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.726, 1.000] | Action Distribution: FORWARD: 0.1196 | TURN_LEFT: 0.1336 | TURN_RIGHT: 0.1530 | FORWARD_LEFT: 0.2431 | FORWARD_RIGHT: 0.1445 | BACKWARD: 0.2062 | Selected: FORWARD_LEFT (prob: 0.2431)
Episode 2 | Step 67 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.725, 1.000] | Action Distribution: FORWARD: 0.1195 | TURN_LEFT: 0.1337 | TURN_RIGHT: 0.1528 | FORWARD_LEFT: 0.2430 | FORWARD_RIGHT: 0.1444 | BACKWARD: 0.2066 | Selected: FORWARD_LEFT (prob: 0.2430)
Episode 2 | Step 68 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 0.058, 0.726, 1.000] | Action Distribution: FORWARD: 0.1176 | TURN_LEFT: 0.1354 | TURN_RIGHT: 0.1542 | FORWARD_LEFT: 0.2239 | FORWARD_RIGHT: 0.1341 | BACKWARD: 0.2348 | Selected: BACKWARD (prob: 0.2348)
Episode 2 | Step 69 | State: [0.175, 0.064, 0.000, 0.000, 1.000, 0.059, 0.904, 1.000] | Action Distribution: FORWARD: 0.1159 | TURN_LEFT: 0.1334 | TURN_RIGHT: 0.1552 | FORWARD_LEFT: 0.2237 | FORWARD_RIGHT: 0.1328 | BACKWARD: 0.2390 | Selected: BACKWARD (prob: 0.2390)
Episode 2 | Step 70 | State: [0.547, 0.064, 0.000, 0.000, 1.000, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1458 | TURN_LEFT: 0.1405 | TURN_RIGHT: 0.1659 | FORWARD_LEFT: 0.2040 | FORWARD_RIGHT: 0.1410 | BACKWARD: 0.2029 | Selected: FORWARD_LEFT (prob: 0.2040)
Episode 2 | Step 71 | State: [0.348, 0.064, 0.000, 0.000, 1.000, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1465 | TURN_LEFT: 0.1429 | TURN_RIGHT: 0.1642 | FORWARD_LEFT: 0.2043 | FORWARD_RIGHT: 0.1389 | BACKWARD: 0.2034 | Selected: FORWARD_LEFT (prob: 0.2043)
Episode 2 | Step 72 | State: [0.325, 0.064, 0.000, 0.000, 1.000, 1.000, 0.678, 1.000] | Action Distribution: FORWARD: 0.1187 | TURN_LEFT: 0.1300 | TURN_RIGHT: 0.1552 | FORWARD_LEFT: 0.2362 | FORWARD_RIGHT: 0.1452 | BACKWARD: 0.2147 | Selected: FORWARD_LEFT (prob: 0.2362)
Episode 2 | Step 73 | State: [0.137, 0.064, 0.000, 0.000, 1.000, 1.000, 0.691, 1.000] | Action Distribution: FORWARD: 0.1191 | TURN_LEFT: 0.1329 | TURN_RIGHT: 0.1527 | FORWARD_LEFT: 0.2397 | FORWARD_RIGHT: 0.1449 | BACKWARD: 0.2107 | Selected: FORWARD (prob: 0.1191)
Episode 2 | Step 74 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.724, 1.000] | Action Distribution: FORWARD: 0.1192 | TURN_LEFT: 0.1339 | TURN_RIGHT: 0.1516 | FORWARD_LEFT: 0.2418 | FORWARD_RIGHT: 0.1444 | BACKWARD: 0.2092 | Selected: FORWARD_LEFT (prob: 0.2418)
Episode 2 | Step 75 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.724, 1.000] | Action Distribution: FORWARD: 0.1191 | TURN_LEFT: 0.1339 | TURN_RIGHT: 0.1514 | FORWARD_LEFT: 0.2416 | FORWARD_RIGHT: 0.1444 | BACKWARD: 0.2095 | Selected: FORWARD_LEFT (prob: 0.2416)
Episode 2 | Step 76 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.721, 1.000] | Action Distribution: FORWARD: 0.1190 | TURN_LEFT: 0.1340 | TURN_RIGHT: 0.1513 | FORWARD_LEFT: 0.2414 | FORWARD_RIGHT: 0.1445 | BACKWARD: 0.2099 | Selected: FORWARD_LEFT (prob: 0.2414)
Episode 2 | Step 77 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.059, 0.721, 1.000] | Action Distribution: FORWARD: 0.1170 | TURN_LEFT: 0.1350 | TURN_RIGHT: 0.1526 | FORWARD_LEFT: 0.2234 | FORWARD_RIGHT: 0.1337 | BACKWARD: 0.2383 | Selected: BACKWARD (prob: 0.2383)
Episode 2 | Step 78 | State: [0.175, 0.064, 0.000, 0.000, 1.000, 0.059, 0.904, 1.000] | Action Distribution: FORWARD: 0.1152 | TURN_LEFT: 0.1332 | TURN_RIGHT: 0.1535 | FORWARD_LEFT: 0.2230 | FORWARD_RIGHT: 0.1323 | BACKWARD: 0.2428 | Selected: BACKWARD (prob: 0.2428)
Episode 2 | Step 79 | State: [0.548, 0.064, 0.000, 0.000, 1.000, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1452 | TURN_LEFT: 0.1402 | TURN_RIGHT: 0.1649 | FORWARD_LEFT: 0.2032 | FORWARD_RIGHT: 0.1407 | BACKWARD: 0.2058 | Selected: FORWARD_LEFT (prob: 0.2032)
Episode 2 | Step 80 | State: [0.350, 0.064, 0.000, 0.000, 1.000, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1458 | TURN_LEFT: 0.1428 | TURN_RIGHT: 0.1631 | FORWARD_LEFT: 0.2037 | FORWARD_RIGHT: 0.1386 | BACKWARD: 0.2060 | Selected: TURN_RIGHT (prob: 0.1631)
Episode 2 | Step 81 | State: [0.201, 0.064, 0.000, 0.000, 1.000, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1453 | TURN_LEFT: 0.1454 | TURN_RIGHT: 0.1614 | FORWARD_LEFT: 0.2027 | FORWARD_RIGHT: 0.1380 | BACKWARD: 0.2072 | Selected: FORWARD_RIGHT (prob: 0.1380)
Episode 2 | Step 82 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.059, 0.760, 1.000] | Action Distribution: FORWARD: 0.1161 | TURN_LEFT: 0.1347 | TURN_RIGHT: 0.1516 | FORWARD_LEFT: 0.2233 | FORWARD_RIGHT: 0.1334 | BACKWARD: 0.2408 | Selected: FORWARD (prob: 0.1161)
Episode 2 | Step 83 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 0.058, 0.723, 1.000] | Action Distribution: FORWARD: 0.1164 | TURN_LEFT: 0.1347 | TURN_RIGHT: 0.1515 | FORWARD_LEFT: 0.2232 | FORWARD_RIGHT: 0.1338 | BACKWARD: 0.2404 | Selected: BACKWARD (prob: 0.2404)
Episode 2 | Step 84 | State: [0.176, 0.064, 0.000, 0.000, 1.000, 0.059, 0.906, 1.000] | Action Distribution: FORWARD: 0.1147 | TURN_LEFT: 0.1331 | TURN_RIGHT: 0.1524 | FORWARD_LEFT: 0.2226 | FORWARD_RIGHT: 0.1324 | BACKWARD: 0.2450 | Selected: FORWARD_RIGHT (prob: 0.1324)
Episode 2 | Step 85 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.059, 0.729, 1.000] | Action Distribution: FORWARD: 0.1162 | TURN_LEFT: 0.1347 | TURN_RIGHT: 0.1511 | FORWARD_LEFT: 0.2231 | FORWARD_RIGHT: 0.1338 | BACKWARD: 0.2411 | Selected: FORWARD_LEFT (prob: 0.2231)
Episode 2 | Step 86 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.059, 0.721, 1.000] | Action Distribution: FORWARD: 0.1162 | TURN_LEFT: 0.1347 | TURN_RIGHT: 0.1509 | FORWARD_LEFT: 0.2229 | FORWARD_RIGHT: 0.1339 | BACKWARD: 0.2414 | Selected: FORWARD_RIGHT (prob: 0.1339)
Episode 2 | Step 87 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.059, 0.721, 1.000] | Action Distribution: FORWARD: 0.1161 | TURN_LEFT: 0.1347 | TURN_RIGHT: 0.1507 | FORWARD_LEFT: 0.2228 | FORWARD_RIGHT: 0.1338 | BACKWARD: 0.2418 | Selected: TURN_RIGHT (prob: 0.1507)
Episode 2 | Step 88 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 0.059, 0.714, 1.000] | Action Distribution: FORWARD: 0.1161 | TURN_LEFT: 0.1348 | TURN_RIGHT: 0.1505 | FORWARD_LEFT: 0.2226 | FORWARD_RIGHT: 0.1338 | BACKWARD: 0.2421 | Selected: FORWARD_LEFT (prob: 0.2226)
Episode 2 | Step 89 | State: [0.123, 0.064, 0.000, 0.000, 1.000, 0.059, 0.721, 1.000] | Action Distribution: FORWARD: 0.1160 | TURN_LEFT: 0.1341 | TURN_RIGHT: 0.1510 | FORWARD_LEFT: 0.2220 | FORWARD_RIGHT: 0.1343 | BACKWARD: 0.2427 | Selected: FORWARD_RIGHT (prob: 0.1343)
Episode 2 | Step 90 | State: [0.123, 0.064, 0.000, 0.000, 1.000, 0.059, 0.683, 1.000] | Action Distribution: FORWARD: 0.1163 | TURN_LEFT: 0.1344 | TURN_RIGHT: 0.1507 | FORWARD_LEFT: 0.2216 | FORWARD_RIGHT: 0.1346 | BACKWARD: 0.2425 | Selected: FORWARD (prob: 0.1163)
Episode 2 | Step 91 | State: [0.123, 0.064, 0.000, 0.000, 1.000, 0.059, 0.683, 1.000] | Action Distribution: FORWARD: 0.1162 | TURN_LEFT: 0.1344 | TURN_RIGHT: 0.1505 | FORWARD_LEFT: 0.2214 | FORWARD_RIGHT: 0.1345 | BACKWARD: 0.2430 | Selected: BACKWARD (prob: 0.2430)
Episode 2 | Step 92 | State: [0.271, 0.064, 0.000, 0.000, 1.000, 0.059, 0.902, 1.000] | Action Distribution: FORWARD: 0.1142 | TURN_LEFT: 0.1326 | TURN_RIGHT: 0.1515 | FORWARD_LEFT: 0.2209 | FORWARD_RIGHT: 0.1335 | BACKWARD: 0.2474 | Selected: TURN_RIGHT (prob: 0.1515)
Episode 2 | Step 93 | State: [0.161, 0.064, 0.000, 0.000, 1.000, 0.059, 0.884, 1.000] | Action Distribution: FORWARD: 0.1142 | TURN_LEFT: 0.1337 | TURN_RIGHT: 0.1502 | FORWARD_LEFT: 0.2212 | FORWARD_RIGHT: 0.1318 | BACKWARD: 0.2489 | Selected: FORWARD (prob: 0.1142)
Episode 2 | Step 94 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.059, 0.716, 1.000] | Action Distribution: FORWARD: 0.1156 | TURN_LEFT: 0.1351 | TURN_RIGHT: 0.1492 | FORWARD_LEFT: 0.2217 | FORWARD_RIGHT: 0.1332 | BACKWARD: 0.2452 | Selected: BACKWARD (prob: 0.2452)
Episode 2 | Step 95 | State: [0.161, 0.064, 0.000, 0.000, 1.000, 0.059, 0.888, 1.000] | Action Distribution: FORWARD: 0.1141 | TURN_LEFT: 0.1339 | TURN_RIGHT: 0.1497 | FORWARD_LEFT: 0.2207 | FORWARD_RIGHT: 0.1316 | BACKWARD: 0.2500 | Selected: BACKWARD (prob: 0.2500)
Episode 2 | Step 96 | State: [0.471, 0.064, 0.000, 0.000, 0.874, 0.059, 1.000, 0.447] | Action Distribution: FORWARD: 0.1315 | TURN_LEFT: 0.1391 | TURN_RIGHT: 0.1578 | FORWARD_LEFT: 0.2041 | FORWARD_RIGHT: 0.1402 | BACKWARD: 0.2274 | Selected: FORWARD_LEFT (prob: 0.2041)
Episode 2 | Step 97 | State: [0.320, 0.064, 0.000, 0.000, 1.000, 0.059, 0.898, 0.801] | Action Distribution: FORWARD: 0.1203 | TURN_LEFT: 0.1361 | TURN_RIGHT: 0.1542 | FORWARD_LEFT: 0.2139 | FORWARD_RIGHT: 0.1366 | BACKWARD: 0.2389 | Selected: BACKWARD (prob: 0.2389)
Episode 2 | Step 98 | State: [1.000, 0.064, 0.000, 0.000, 0.994, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1362 | TURN_LEFT: 0.1277 | TURN_RIGHT: 0.1637 | FORWARD_LEFT: 0.1941 | FORWARD_RIGHT: 0.1537 | BACKWARD: 0.2247 | Selected: BACKWARD (prob: 0.2247)
Episode 2 | Step 99 | State: [1.000, 0.064, 0.000, 0.000, 0.507, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1330 | TURN_LEFT: 0.1276 | TURN_RIGHT: 0.1689 | FORWARD_LEFT: 0.1831 | FORWARD_RIGHT: 0.1647 | BACKWARD: 0.2228 | Selected: FORWARD_RIGHT (prob: 0.1647)
Episode 2 | Step 100 | State: [0.925, 0.064, 0.000, 0.000, 0.652, 0.059, 1.000, 0.209] | Action Distribution: FORWARD: 0.1322 | TURN_LEFT: 0.1290 | TURN_RIGHT: 0.1642 | FORWARD_LEFT: 0.1905 | FORWARD_RIGHT: 0.1575 | BACKWARD: 0.2266 | Selected: TURN_LEFT (prob: 0.1290)
Episode 3 | Step 1 | State: [1.000, 0.064, 0.000, 0.000, 0.852, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1357 | TURN_LEFT: 0.1279 | TURN_RIGHT: 0.1647 | FORWARD_LEFT: 0.1904 | FORWARD_RIGHT: 0.1573 | BACKWARD: 0.2241 | Selected: BACKWARD (prob: 0.2241)
Episode 3 | Step 2 | State: [1.000, 0.064, 0.000, 0.000, 0.362, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1319 | TURN_LEFT: 0.1274 | TURN_RIGHT: 0.1698 | FORWARD_LEFT: 0.1793 | FORWARD_RIGHT: 0.1664 | BACKWARD: 0.2251 | Selected: BACKWARD (prob: 0.2251)
Episode 3 | Step 3 | State: [1.000, 1.000, 0.000, 0.000, 0.885, 0.442, 1.000, 0.425] | Action Distribution: FORWARD: 0.1198 | TURN_LEFT: 0.1132 | TURN_RIGHT: 0.1570 | FORWARD_LEFT: 0.2200 | FORWARD_RIGHT: 0.1470 | BACKWARD: 0.2430 | Selected: FORWARD_LEFT (prob: 0.2200)
Episode 3 | Step 4 | State: [1.000, 0.064, 0.000, 0.000, 0.522, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1332 | TURN_LEFT: 0.1275 | TURN_RIGHT: 0.1680 | FORWARD_LEFT: 0.1833 | FORWARD_RIGHT: 0.1641 | BACKWARD: 0.2238 | Selected: TURN_LEFT (prob: 0.1275)
Episode 3 | Step 5 | State: [1.000, 0.064, 0.000, 0.000, 0.669, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1346 | TURN_LEFT: 0.1278 | TURN_RIGHT: 0.1663 | FORWARD_LEFT: 0.1864 | FORWARD_RIGHT: 0.1613 | BACKWARD: 0.2236 | Selected: FORWARD (prob: 0.1346)
Episode 3 | Step 6 | State: [0.826, 0.065, 0.000, 0.000, 1.000, 0.059, 1.000, 0.206] | Action Distribution: FORWARD: 0.1339 | TURN_LEFT: 0.1318 | TURN_RIGHT: 0.1588 | FORWARD_LEFT: 0.1996 | FORWARD_RIGHT: 0.1468 | BACKWARD: 0.2291 | Selected: FORWARD_RIGHT (prob: 0.1468)
Episode 3 | Step 7 | State: [0.165, 0.064, 0.000, 0.000, 1.000, 0.059, 0.878, 1.000] | Action Distribution: FORWARD: 0.1136 | TURN_LEFT: 0.1348 | TURN_RIGHT: 0.1470 | FORWARD_LEFT: 0.2191 | FORWARD_RIGHT: 0.1314 | BACKWARD: 0.2541 | Selected: FORWARD (prob: 0.1136)
Episode 3 | Step 8 | State: [0.103, 0.065, 0.000, 0.000, 1.000, 0.059, 0.720, 1.000] | Action Distribution: FORWARD: 0.1150 | TURN_LEFT: 0.1356 | TURN_RIGHT: 0.1465 | FORWARD_LEFT: 0.2195 | FORWARD_RIGHT: 0.1329 | BACKWARD: 0.2505 | Selected: BACKWARD (prob: 0.2505)
Episode 3 | Step 9 | State: [0.169, 0.064, 0.000, 0.000, 1.000, 0.059, 0.895, 1.000] | Action Distribution: FORWARD: 0.1133 | TURN_LEFT: 0.1350 | TURN_RIGHT: 0.1464 | FORWARD_LEFT: 0.2188 | FORWARD_RIGHT: 0.1313 | BACKWARD: 0.2551 | Selected: TURN_RIGHT (prob: 0.1464)
Episode 3 | Step 10 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.059, 0.873, 1.000] | Action Distribution: FORWARD: 0.1134 | TURN_LEFT: 0.1361 | TURN_RIGHT: 0.1453 | FORWARD_LEFT: 0.2195 | FORWARD_RIGHT: 0.1304 | BACKWARD: 0.2553 | Selected: BACKWARD (prob: 0.2553)
Episode 3 | Step 11 | State: [0.265, 0.064, 0.000, 0.000, 0.888, 0.059, 1.000, 0.475] | Action Distribution: FORWARD: 0.1304 | TURN_LEFT: 0.1432 | TURN_RIGHT: 0.1538 | FORWARD_LEFT: 0.2039 | FORWARD_RIGHT: 0.1376 | BACKWARD: 0.2312 | Selected: FORWARD_RIGHT (prob: 0.1376)
Episode 3 | Step 12 | State: [0.064, 0.249, 0.000, 0.000, 1.000, 0.059, 0.883, 1.000] | Action Distribution: FORWARD: 0.1152 | TURN_LEFT: 0.1345 | TURN_RIGHT: 0.1412 | FORWARD_LEFT: 0.2230 | FORWARD_RIGHT: 0.1305 | BACKWARD: 0.2556 | Selected: BACKWARD (prob: 0.2556)
Episode 3 | Step 13 | State: [0.064, 1.000, 0.000, 0.000, 0.515, 0.059, 1.000, 0.649] | Action Distribution: FORWARD: 0.1269 | TURN_LEFT: 0.1309 | TURN_RIGHT: 0.1353 | FORWARD_LEFT: 0.2244 | FORWARD_RIGHT: 0.1357 | BACKWARD: 0.2468 | Selected: FORWARD_RIGHT (prob: 0.1357)
Episode 3 | Step 14 | State: [0.064, 0.677, 0.000, 0.000, 0.058, 0.085, 0.871, 1.000] | Action Distribution: FORWARD: 0.1259 | TURN_LEFT: 0.1321 | TURN_RIGHT: 0.1346 | FORWARD_LEFT: 0.2265 | FORWARD_RIGHT: 0.1396 | BACKWARD: 0.2412 | Selected: BACKWARD (prob: 0.2412)
Episode 3 | Step 15 | State: [0.064, 1.000, 0.000, 0.000, 0.250, 0.104, 1.000, 0.645] | Action Distribution: FORWARD: 0.1261 | TURN_LEFT: 0.1309 | TURN_RIGHT: 0.1369 | FORWARD_LEFT: 0.2232 | FORWARD_RIGHT: 0.1385 | BACKWARD: 0.2444 | Selected: TURN_RIGHT (prob: 0.1369)
Episode 3 | Step 16 | State: [0.064, 1.000, 0.000, 0.000, 0.058, 0.105, 1.000, 0.854] | Action Distribution: FORWARD: 0.1244 | TURN_LEFT: 0.1265 | TURN_RIGHT: 0.1336 | FORWARD_LEFT: 0.2308 | FORWARD_RIGHT: 0.1373 | BACKWARD: 0.2473 | Selected: TURN_RIGHT (prob: 0.1336)
Episode 3 | Step 17 | State: [0.064, 1.000, 0.000, 0.000, 0.058, 0.128, 0.767, 0.895] | Action Distribution: FORWARD: 0.1258 | TURN_LEFT: 0.1247 | TURN_RIGHT: 0.1337 | FORWARD_LEFT: 0.2282 | FORWARD_RIGHT: 0.1402 | BACKWARD: 0.2473 | Selected: TURN_LEFT (prob: 0.1247)
Episode 3 | Step 18 | State: [0.066, 1.000, 0.000, 0.000, 0.057, 0.104, 1.000, 0.852] | Action Distribution: FORWARD: 0.1242 | TURN_LEFT: 0.1266 | TURN_RIGHT: 0.1331 | FORWARD_LEFT: 0.2309 | FORWARD_RIGHT: 0.1368 | BACKWARD: 0.2483 | Selected: BACKWARD (prob: 0.2483)
Episode 3 | Step 19 | State: [0.064, 1.000, 0.000, 0.000, 0.155, 0.093, 1.000, 0.287] | Action Distribution: FORWARD: 0.1320 | TURN_LEFT: 0.1377 | TURN_RIGHT: 0.1402 | FORWARD_LEFT: 0.2123 | FORWARD_RIGHT: 0.1443 | BACKWARD: 0.2335 | Selected: FORWARD_RIGHT (prob: 0.1443)
Episode 3 | Step 20 | State: [0.064, 1.000, 0.000, 0.000, 0.058, 0.142, 0.802, 0.790] | Action Distribution: FORWARD: 0.1273 | TURN_LEFT: 0.1268 | TURN_RIGHT: 0.1353 | FORWARD_LEFT: 0.2252 | FORWARD_RIGHT: 0.1404 | BACKWARD: 0.2450 | Selected: BACKWARD (prob: 0.2450)
Episode 3 | Step 21 | State: [0.064, 1.000, 0.000, 0.000, 0.058, 0.072, 0.578, 0.380] | Action Distribution: FORWARD: 0.1382 | TURN_LEFT: 0.1320 | TURN_RIGHT: 0.1429 | FORWARD_LEFT: 0.2123 | FORWARD_RIGHT: 0.1465 | BACKWARD: 0.2282 | Selected: BACKWARD (prob: 0.2282)
Episode 3 | Step 22 | State: [0.064, 1.000, 0.000, 0.000, 0.058, 0.059, 0.578, 0.209] | Action Distribution: FORWARD: 0.1404 | TURN_LEFT: 0.1338 | TURN_RIGHT: 0.1464 | FORWARD_LEFT: 0.2073 | FORWARD_RIGHT: 0.1490 | BACKWARD: 0.2231 | Selected: FORWARD (prob: 0.1404)
Episode 3 | Step 23 | State: [0.064, 1.000, 0.000, 0.000, 0.058, 0.093, 0.578, 0.410] | Action Distribution: FORWARD: 0.1373 | TURN_LEFT: 0.1317 | TURN_RIGHT: 0.1421 | FORWARD_LEFT: 0.2133 | FORWARD_RIGHT: 0.1459 | BACKWARD: 0.2297 | Selected: FORWARD_RIGHT (prob: 0.1459)
Episode 3 | Step 24 | State: [0.064, 1.000, 0.000, 0.000, 0.058, 0.105, 0.578, 0.776] | Action Distribution: FORWARD: 0.1301 | TURN_LEFT: 0.1255 | TURN_RIGHT: 0.1346 | FORWARD_LEFT: 0.2232 | FORWARD_RIGHT: 0.1426 | BACKWARD: 0.2440 | Selected: BACKWARD (prob: 0.2440)
