Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.057, 0.020, 0.198, 0.020] | Action Distribution: FORWARD: 0.2632 | TURN_LEFT: 0.1663 | TURN_RIGHT: 0.1319 | FORWARD_LEFT: 0.2584 | FORWARD_RIGHT: 0.1338 | BACKWARD: 0.0463 | Selected: FORWARD_LEFT (prob: 0.2584)
Episode 81 | Step 10 | State: [0.021, 0.081, 0.000, 0.000, 0.019, 0.199, 0.193, 0.020] | Action Distribution: FORWARD: 0.0166 | TURN_LEFT: 0.4771 | TURN_RIGHT: 0.4141 | FORWARD_LEFT: 0.0075 | FORWARD_RIGHT: 0.0097 | BACKWARD: 0.0750 | Selected: TURN_LEFT (prob: 0.4771)
Episode 82 | Step 1 | State: [0.021, 0.077, 0.000, 0.000, 0.019, 0.199, 0.197, 0.020] | Action Distribution: FORWARD: 0.0169 | TURN_LEFT: 0.4757 | TURN_RIGHT: 0.4137 | FORWARD_LEFT: 0.0076 | FORWARD_RIGHT: 0.0096 | BACKWARD: 0.0764 | Selected: TURN_RIGHT (prob: 0.4137)
Episode 82 | Step 2 | State: [0.021, 0.081, 0.000, 0.000, 0.019, 0.198, 0.193, 0.020] | Action Distribution: FORWARD: 0.0137 | TURN_LEFT: 0.4669 | TURN_RIGHT: 0.4291 | FORWARD_LEFT: 0.0062 | FORWARD_RIGHT: 0.0091 | BACKWARD: 0.0750 | Selected: TURN_LEFT (prob: 0.4669)
Episode 82 | Step 3 | State: [0.021, 0.076, 0.000, 0.000, 0.019, 0.199, 0.197, 0.020] | Action Distribution: FORWARD: 0.0144 | TURN_LEFT: 0.4682 | TURN_RIGHT: 0.4253 | FORWARD_LEFT: 0.0065 | FORWARD_RIGHT: 0.0091 | BACKWARD: 0.0765 | Selected: BACKWARD (prob: 0.0765)
Episode 82 | Step 4 | State: [0.022, 0.110, 0.000, 0.000, 0.019, 0.115, 0.199, 0.020] | Action Distribution: FORWARD: 0.4197 | TURN_LEFT: 0.2111 | TURN_RIGHT: 0.1437 | FORWARD_LEFT: 0.1080 | FORWARD_RIGHT: 0.1107 | BACKWARD: 0.0068 | Selected: FORWARD_LEFT (prob: 0.1080)
Episode 82 | Step 5 | State: [0.021, 0.071, 0.000, 0.000, 0.019, 0.182, 0.203, 0.020] | Action Distribution: FORWARD: 0.0492 | TURN_LEFT: 0.4710 | TURN_RIGHT: 0.3808 | FORWARD_LEFT: 0.0189 | FORWARD_RIGHT: 0.0203 | BACKWARD: 0.0599 | Selected: TURN_LEFT (prob: 0.4710)
Episode 82 | Step 6 | State: [0.021, 0.060, 0.000, 0.000, 0.019, 0.178, 0.209, 0.028] | Action Distribution: FORWARD: 0.0813 | TURN_LEFT: 0.4588 | TURN_RIGHT: 0.3465 | FORWARD_LEFT: 0.0291 | FORWARD_RIGHT: 0.0251 | BACKWARD: 0.0591 | Selected: TURN_LEFT (prob: 0.4588)
Episode 82 | Step 7 | State: [0.021, 0.055, 0.000, 0.000, 0.019, 0.170, 0.217, 0.032] | Action Distribution: FORWARD: 0.1590 | TURN_LEFT: 0.4140 | TURN_RIGHT: 0.2916 | FORWARD_LEFT: 0.0512 | FORWARD_RIGHT: 0.0368 | BACKWARD: 0.0474 | Selected: TURN_RIGHT (prob: 0.2916)
Episode 82 | Step 8 | State: [0.021, 0.060, 0.000, 0.000, 0.019, 0.178, 0.209, 0.028] | Action Distribution: FORWARD: 0.1272 | TURN_LEFT: 0.4235 | TURN_RIGHT: 0.3223 | FORWARD_LEFT: 0.0401 | FORWARD_RIGHT: 0.0338 | BACKWARD: 0.0530 | Selected: TURN_RIGHT (prob: 0.3223)
Episode 82 | Step 9 | State: [0.021, 0.072, 0.000, 0.000, 0.019, 0.183, 0.203, 0.020] | Action Distribution: FORWARD: 0.1118 | TURN_LEFT: 0.4194 | TURN_RIGHT: 0.3484 | FORWARD_LEFT: 0.0339 | FORWARD_RIGHT: 0.0357 | BACKWARD: 0.0508 | Selected: TURN_RIGHT (prob: 0.3484)
Episode 82 | Step 10 | State: [0.021, 0.080, 0.000, 0.000, 0.020, 0.185, 0.197, 0.020] | Action Distribution: FORWARD: 0.0931 | TURN_LEFT: 0.4162 | TURN_RIGHT: 0.3771 | FORWARD_LEFT: 0.0279 | FORWARD_RIGHT: 0.0350 | BACKWARD: 0.0508 | Selected: TURN_RIGHT (prob: 0.3771)
Episode 83 | Step 1 | State: [0.021, 0.085, 0.000, 0.000, 0.019, 0.184, 0.193, 0.020] | Action Distribution: FORWARD: 0.0864 | TURN_LEFT: 0.4112 | TURN_RIGHT: 0.3911 | FORWARD_LEFT: 0.0255 | FORWARD_RIGHT: 0.0346 | BACKWARD: 0.0512 | Selected: TURN_LEFT (prob: 0.4112)
Episode 83 | Step 2 | State: [0.021, 0.080, 0.000, 0.000, 0.019, 0.184, 0.197, 0.020] | Action Distribution: FORWARD: 0.0931 | TURN_LEFT: 0.4096 | TURN_RIGHT: 0.3817 | FORWARD_LEFT: 0.0270 | FORWARD_RIGHT: 0.0334 | BACKWARD: 0.0551 | Selected: TURN_LEFT (prob: 0.4096)
Episode 83 | Step 3 | State: [0.021, 0.072, 0.000, 0.000, 0.019, 0.182, 0.203, 0.020] | Action Distribution: FORWARD: 0.1121 | TURN_LEFT: 0.4069 | TURN_RIGHT: 0.3562 | FORWARD_LEFT: 0.0319 | FORWARD_RIGHT: 0.0329 | BACKWARD: 0.0600 | Selected: FORWARD_LEFT (prob: 0.0319)
Episode 83 | Step 4 | State: [0.021, 0.051, 0.000, 0.000, 0.019, 0.224, 0.206, 0.020] | Action Distribution: FORWARD: 0.0126 | TURN_LEFT: 0.3941 | TURN_RIGHT: 0.4249 | FORWARD_LEFT: 0.0045 | FORWARD_RIGHT: 0.0062 | BACKWARD: 0.1577 | Selected: BACKWARD (prob: 0.1577)
Episode 83 | Step 5 | State: [0.021, 0.061, 0.000, 0.000, 0.019, 0.171, 0.212, 0.029] | Action Distribution: FORWARD: 0.1483 | TURN_LEFT: 0.3998 | TURN_RIGHT: 0.3121 | FORWARD_LEFT: 0.0418 | FORWARD_RIGHT: 0.0321 | BACKWARD: 0.0658 | Selected: TURN_LEFT (prob: 0.3998)
Episode 83 | Step 6 | State: [0.021, 0.056, 0.000, 0.000, 0.019, 0.163, 0.220, 0.033] | Action Distribution: FORWARD: 0.1859 | TURN_LEFT: 0.3859 | TURN_RIGHT: 0.2789 | FORWARD_LEFT: 0.0516 | FORWARD_RIGHT: 0.0343 | BACKWARD: 0.0633 | Selected: TURN_LEFT (prob: 0.3859)
Episode 83 | Step 7 | State: [0.021, 0.057, 0.000, 0.000, 0.019, 0.126, 0.224, 0.052] | Action Distribution: FORWARD: 0.4548 | TURN_LEFT: 0.2230 | TURN_RIGHT: 0.1353 | FORWARD_LEFT: 0.1082 | FORWARD_RIGHT: 0.0530 | BACKWARD: 0.0257 | Selected: FORWARD (prob: 0.4548)
Episode 83 | Step 8 | State: [0.021, 0.051, 0.000, 0.000, 0.019, 0.111, 0.212, 0.034] | Action Distribution: FORWARD: 0.5905 | TURN_LEFT: 0.1505 | TURN_RIGHT: 0.0769 | FORWARD_LEFT: 0.1151 | FORWARD_RIGHT: 0.0520 | BACKWARD: 0.0150 | Selected: FORWARD_LEFT (prob: 0.1151)
Episode 83 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.020, 0.204, 0.049] | Action Distribution: FORWARD: 0.8377 | TURN_LEFT: 0.0343 | TURN_RIGHT: 0.0103 | FORWARD_LEFT: 0.0793 | FORWARD_RIGHT: 0.0372 | BACKWARD: 0.0013 | Selected: FORWARD (prob: 0.8377)
Episode 83 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.020, 0.202, 0.034] | Action Distribution: FORWARD: 0.8440 | TURN_LEFT: 0.0332 | TURN_RIGHT: 0.0095 | FORWARD_LEFT: 0.0765 | FORWARD_RIGHT: 0.0356 | BACKWARD: 0.0012 | Selected: FORWARD (prob: 0.8440)
Episode 84 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.020, 0.198, 0.020] | Action Distribution: FORWARD: 0.8502 | TURN_LEFT: 0.0320 | TURN_RIGHT: 0.0088 | FORWARD_LEFT: 0.0739 | FORWARD_RIGHT: 0.0340 | BACKWARD: 0.0011 | Selected: FORWARD (prob: 0.8502)
Episode 84 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.043, 0.020, 0.195, 0.020] | Action Distribution: FORWARD: 0.8359 | TURN_LEFT: 0.0377 | TURN_RIGHT: 0.0111 | FORWARD_LEFT: 0.0772 | FORWARD_RIGHT: 0.0365 | BACKWARD: 0.0017 | Selected: TURN_LEFT (prob: 0.0377)
Episode 84 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.042, 0.020, 0.195, 0.020] | Action Distribution: FORWARD: 0.8392 | TURN_LEFT: 0.0370 | TURN_RIGHT: 0.0107 | FORWARD_LEFT: 0.0755 | FORWARD_RIGHT: 0.0360 | BACKWARD: 0.0016 | Selected: FORWARD_LEFT (prob: 0.0755)
Episode 84 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.038, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.8447 | TURN_LEFT: 0.0355 | TURN_RIGHT: 0.0101 | FORWARD_LEFT: 0.0732 | FORWARD_RIGHT: 0.0353 | BACKWARD: 0.0014 | Selected: FORWARD (prob: 0.8447)
Episode 84 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.043, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.8435 | TURN_LEFT: 0.0359 | TURN_RIGHT: 0.0104 | FORWARD_LEFT: 0.0731 | FORWARD_RIGHT: 0.0356 | BACKWARD: 0.0015 | Selected: FORWARD (prob: 0.8435)
Episode 84 | Step 6 | State: [0.021, 0.034, 0.000, 0.000, 0.060, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.8308 | TURN_LEFT: 0.0397 | TURN_RIGHT: 0.0124 | FORWARD_LEFT: 0.0764 | FORWARD_RIGHT: 0.0389 | BACKWARD: 0.0018 | Selected: TURN_RIGHT (prob: 0.0124)
Episode 84 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.066, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.8300 | TURN_LEFT: 0.0412 | TURN_RIGHT: 0.0131 | FORWARD_LEFT: 0.0762 | FORWARD_RIGHT: 0.0374 | BACKWARD: 0.0021 | Selected: FORWARD_LEFT (prob: 0.0762)
Episode 84 | Step 8 | State: [0.021, 0.042, 0.000, 0.000, 0.077, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.8150 | TURN_LEFT: 0.0459 | TURN_RIGHT: 0.0159 | FORWARD_LEFT: 0.0798 | FORWARD_RIGHT: 0.0410 | BACKWARD: 0.0024 | Selected: FORWARD_LEFT (prob: 0.0798)
Episode 84 | Step 9 | State: [0.021, 0.102, 0.000, 0.000, 0.074, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.7270 | TURN_LEFT: 0.0791 | TURN_RIGHT: 0.0364 | FORWARD_LEFT: 0.0664 | FORWARD_RIGHT: 0.0889 | BACKWARD: 0.0022 | Selected: TURN_RIGHT (prob: 0.0364)
Episode 84 | Step 10 | State: [0.021, 0.061, 0.000, 0.000, 0.098, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.7007 | TURN_LEFT: 0.1063 | TURN_RIGHT: 0.0465 | FORWARD_LEFT: 0.0860 | FORWARD_RIGHT: 0.0539 | BACKWARD: 0.0067 | Selected: TURN_RIGHT (prob: 0.0465)
Episode 85 | Step 1 | State: [0.022, 0.036, 0.000, 0.000, 0.116, 0.020, 0.194, 0.020] | Action Distribution: FORWARD: 0.6284 | TURN_LEFT: 0.1575 | TURN_RIGHT: 0.0671 | FORWARD_LEFT: 0.0901 | FORWARD_RIGHT: 0.0420 | BACKWARD: 0.0149 | Selected: FORWARD (prob: 0.6284)
Episode 85 | Step 2 | State: [0.021, 0.050, 0.000, 0.000, 0.198, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0233 | TURN_LEFT: 0.4519 | TURN_RIGHT: 0.3595 | FORWARD_LEFT: 0.0097 | FORWARD_RIGHT: 0.0069 | BACKWARD: 0.1487 | Selected: TURN_RIGHT (prob: 0.3595)
Episode 85 | Step 3 | State: [0.021, 0.032, 0.000, 0.000, 0.232, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0062 | TURN_LEFT: 0.4190 | TURN_RIGHT: 0.3449 | FORWARD_LEFT: 0.0034 | FORWARD_RIGHT: 0.0023 | BACKWARD: 0.2242 | Selected: TURN_LEFT (prob: 0.4190)
Episode 85 | Step 4 | State: [0.021, 0.050, 0.000, 0.000, 0.193, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0395 | TURN_LEFT: 0.4797 | TURN_RIGHT: 0.3408 | FORWARD_LEFT: 0.0131 | FORWARD_RIGHT: 0.0101 | BACKWARD: 0.1168 | Selected: TURN_LEFT (prob: 0.4797)
Episode 85 | Step 5 | State: [0.021, 0.079, 0.000, 0.000, 0.161, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1147 | TURN_LEFT: 0.4795 | TURN_RIGHT: 0.3067 | FORWARD_LEFT: 0.0233 | FORWARD_RIGHT: 0.0331 | BACKWARD: 0.0427 | Selected: TURN_RIGHT (prob: 0.3067)
Episode 85 | Step 6 | State: [0.021, 0.050, 0.000, 0.000, 0.192, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0494 | TURN_LEFT: 0.4970 | TURN_RIGHT: 0.3270 | FORWARD_LEFT: 0.0142 | FORWARD_RIGHT: 0.0118 | BACKWARD: 0.1006 | Selected: TURN_LEFT (prob: 0.4970)
Episode 85 | Step 7 | State: [0.022, 0.079, 0.000, 0.000, 0.160, 0.020, 0.194, 0.020] | Action Distribution: FORWARD: 0.1254 | TURN_LEFT: 0.4866 | TURN_RIGHT: 0.2934 | FORWARD_LEFT: 0.0227 | FORWARD_RIGHT: 0.0358 | BACKWARD: 0.0362 | Selected: BACKWARD (prob: 0.0362)
Episode 85 | Step 8 | State: [0.021, 0.065, 0.000, 0.000, 0.099, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.7436 | TURN_LEFT: 0.0986 | TURN_RIGHT: 0.0352 | FORWARD_LEFT: 0.0598 | FORWARD_RIGHT: 0.0599 | BACKWARD: 0.0030 | Selected: FORWARD (prob: 0.7436)
Episode 85 | Step 9 | State: [0.021, 0.080, 0.000, 0.000, 0.158, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0999 | TURN_LEFT: 0.4980 | TURN_RIGHT: 0.3144 | FORWARD_LEFT: 0.0186 | FORWARD_RIGHT: 0.0318 | BACKWARD: 0.0373 | Selected: TURN_RIGHT (prob: 0.3144)
Episode 85 | Step 10 | State: [0.021, 0.050, 0.000, 0.000, 0.190, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0300 | TURN_LEFT: 0.4961 | TURN_RIGHT: 0.3526 | FORWARD_LEFT: 0.0093 | FORWARD_RIGHT: 0.0087 | BACKWARD: 0.1033 | Selected: TURN_RIGHT (prob: 0.3526)
Episode 86 | Step 1 | State: [0.021, 0.032, 0.000, 0.000, 0.228, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0047 | TURN_LEFT: 0.4348 | TURN_RIGHT: 0.3620 | FORWARD_LEFT: 0.0024 | FORWARD_RIGHT: 0.0020 | BACKWARD: 0.1940 | Selected: BACKWARD (prob: 0.1940)
Episode 86 | Step 2 | State: [0.022, 0.022, 0.000, 0.000, 0.142, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.3364 | TURN_LEFT: 0.3608 | TURN_RIGHT: 0.1674 | FORWARD_LEFT: 0.0577 | FORWARD_RIGHT: 0.0290 | BACKWARD: 0.0487 | Selected: FORWARD (prob: 0.3364)
Episode 86 | Step 3 | State: [0.021, 0.032, 0.000, 0.000, 0.226, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0038 | TURN_LEFT: 0.4139 | TURN_RIGHT: 0.3691 | FORWARD_LEFT: 0.0021 | FORWARD_RIGHT: 0.0017 | BACKWARD: 0.2094 | Selected: BACKWARD (prob: 0.2094)
Episode 86 | Step 4 | State: [0.022, 0.022, 0.000, 0.000, 0.141, 0.019, 0.195, 0.020] | Action Distribution: FORWARD: 0.3238 | TURN_LEFT: 0.3638 | TURN_RIGHT: 0.1748 | FORWARD_LEFT: 0.0570 | FORWARD_RIGHT: 0.0287 | BACKWARD: 0.0518 | Selected: TURN_RIGHT (prob: 0.1748)
Episode 86 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.134, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.3799 | TURN_LEFT: 0.3296 | TURN_RIGHT: 0.1531 | FORWARD_LEFT: 0.0621 | FORWARD_RIGHT: 0.0316 | BACKWARD: 0.0437 | Selected: FORWARD (prob: 0.3799)
Episode 86 | Step 6 | State: [0.022, 0.022, 0.000, 0.000, 0.207, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0145 | TURN_LEFT: 0.4504 | TURN_RIGHT: 0.3410 | FORWARD_LEFT: 0.0060 | FORWARD_RIGHT: 0.0038 | BACKWARD: 0.1843 | Selected: TURN_RIGHT (prob: 0.3410)
Episode 86 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.190, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0384 | TURN_LEFT: 0.4789 | TURN_RIGHT: 0.3107 | FORWARD_LEFT: 0.0125 | FORWARD_RIGHT: 0.0073 | BACKWARD: 0.1522 | Selected: TURN_LEFT (prob: 0.4789)
Episode 86 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.206, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0177 | TURN_LEFT: 0.4598 | TURN_RIGHT: 0.3250 | FORWARD_LEFT: 0.0071 | FORWARD_RIGHT: 0.0043 | BACKWARD: 0.1862 | Selected: BACKWARD (prob: 0.1862)
Episode 86 | Step 9 | State: [0.022, 0.022, 0.000, 0.000, 0.133, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.4491 | TURN_LEFT: 0.2912 | TURN_RIGHT: 0.1229 | FORWARD_LEFT: 0.0657 | FORWARD_RIGHT: 0.0344 | BACKWARD: 0.0366 | Selected: TURN_RIGHT (prob: 0.1229)
Episode 86 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.122, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.5772 | TURN_LEFT: 0.2112 | TURN_RIGHT: 0.0804 | FORWARD_LEFT: 0.0714 | FORWARD_RIGHT: 0.0383 | BACKWARD: 0.0215 | Selected: FORWARD (prob: 0.5772)
Episode 87 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.182, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0714 | TURN_LEFT: 0.4894 | TURN_RIGHT: 0.2724 | FORWARD_LEFT: 0.0199 | FORWARD_RIGHT: 0.0111 | BACKWARD: 0.1358 | Selected: TURN_LEFT (prob: 0.4894)
Episode 87 | Step 2 | State: [0.022, 0.022, 0.000, 0.000, 0.198, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0334 | TURN_LEFT: 0.4811 | TURN_RIGHT: 0.2965 | FORWARD_LEFT: 0.0116 | FORWARD_RIGHT: 0.0067 | BACKWARD: 0.1706 | Selected: TURN_LEFT (prob: 0.4811)
Episode 87 | Step 3 | State: [0.021, 0.033, 0.000, 0.000, 0.211, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0129 | TURN_LEFT: 0.4512 | TURN_RIGHT: 0.3201 | FORWARD_LEFT: 0.0059 | FORWARD_RIGHT: 0.0040 | BACKWARD: 0.2059 | Selected: TURN_RIGHT (prob: 0.3201)
Episode 87 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.198, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0330 | TURN_LEFT: 0.4751 | TURN_RIGHT: 0.2988 | FORWARD_LEFT: 0.0120 | FORWARD_RIGHT: 0.0069 | BACKWARD: 0.1742 | Selected: TURN_LEFT (prob: 0.4751)
Episode 87 | Step 5 | State: [0.021, 0.033, 0.000, 0.000, 0.212, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0129 | TURN_LEFT: 0.4415 | TURN_RIGHT: 0.3230 | FORWARD_LEFT: 0.0061 | FORWARD_RIGHT: 0.0041 | BACKWARD: 0.2123 | Selected: TURN_RIGHT (prob: 0.3230)
Episode 87 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.197, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0343 | TURN_LEFT: 0.4656 | TURN_RIGHT: 0.3031 | FORWARD_LEFT: 0.0130 | FORWARD_RIGHT: 0.0073 | BACKWARD: 0.1766 | Selected: TURN_RIGHT (prob: 0.3031)
Episode 87 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.181, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0747 | TURN_LEFT: 0.4675 | TURN_RIGHT: 0.2787 | FORWARD_LEFT: 0.0233 | FORWARD_RIGHT: 0.0126 | BACKWARD: 0.1432 | Selected: TURN_RIGHT (prob: 0.2787)
Episode 87 | Step 8 | State: [0.058, 0.021, 0.000, 0.000, 0.164, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.2078 | TURN_LEFT: 0.4550 | TURN_RIGHT: 0.1877 | FORWARD_LEFT: 0.0394 | FORWARD_RIGHT: 0.0216 | BACKWARD: 0.0886 | Selected: FORWARD_RIGHT (prob: 0.0216)
Episode 87 | Step 9 | State: [0.114, 0.021, 0.000, 0.000, 0.174, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1436 | TURN_LEFT: 0.6420 | TURN_RIGHT: 0.1079 | FORWARD_LEFT: 0.0182 | FORWARD_RIGHT: 0.0166 | BACKWARD: 0.0715 | Selected: TURN_LEFT (prob: 0.6420)
Episode 87 | Step 10 | State: [0.078, 0.021, 0.000, 0.000, 0.235, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0071 | TURN_LEFT: 0.4520 | TURN_RIGHT: 0.2248 | FORWARD_LEFT: 0.0032 | FORWARD_RIGHT: 0.0022 | BACKWARD: 0.3107 | Selected: TURN_LEFT (prob: 0.4520)
Episode 88 | Step 1 | State: [0.047, 0.021, 0.000, 0.000, 0.263, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0009 | TURN_LEFT: 0.2388 | TURN_RIGHT: 0.2014 | FORWARD_LEFT: 0.0007 | FORWARD_RIGHT: 0.0005 | BACKWARD: 0.5576 | Selected: BACKWARD (prob: 0.5576)
Episode 88 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.161, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1848 | TURN_LEFT: 0.4157 | TURN_RIGHT: 0.2226 | FORWARD_LEFT: 0.0466 | FORWARD_RIGHT: 0.0242 | BACKWARD: 0.1061 | Selected: TURN_LEFT (prob: 0.4157)
Episode 88 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.175, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1142 | TURN_LEFT: 0.4447 | TURN_RIGHT: 0.2529 | FORWARD_LEFT: 0.0337 | FORWARD_RIGHT: 0.0177 | BACKWARD: 0.1367 | Selected: BACKWARD (prob: 0.1367)
Episode 88 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.117, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.6567 | TURN_LEFT: 0.1405 | TURN_RIGHT: 0.0549 | FORWARD_LEFT: 0.0859 | FORWARD_RIGHT: 0.0458 | BACKWARD: 0.0162 | Selected: FORWARD (prob: 0.6567)
Episode 88 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.173, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.1681 | TURN_LEFT: 0.4240 | TURN_RIGHT: 0.2254 | FORWARD_LEFT: 0.0436 | FORWARD_RIGHT: 0.0230 | BACKWARD: 0.1160 | Selected: TURN_RIGHT (prob: 0.2254)
Episode 88 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.158, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.3308 | TURN_LEFT: 0.3355 | TURN_RIGHT: 0.1620 | FORWARD_LEFT: 0.0665 | FORWARD_RIGHT: 0.0350 | BACKWARD: 0.0702 | Selected: FORWARD (prob: 0.3308)
Episode 88 | Step 7 | State: [0.048, 0.021, 0.000, 0.000, 0.255, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0048 | TURN_LEFT: 0.3191 | TURN_RIGHT: 0.2330 | FORWARD_LEFT: 0.0027 | FORWARD_RIGHT: 0.0019 | BACKWARD: 0.4386 | Selected: TURN_LEFT (prob: 0.3191)
Episode 88 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.280, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0008 | TURN_LEFT: 0.2044 | TURN_RIGHT: 0.1827 | FORWARD_LEFT: 0.0007 | FORWARD_RIGHT: 0.0006 | BACKWARD: 0.6108 | Selected: TURN_LEFT (prob: 0.2044)
Episode 88 | Step 9 | State: [0.021, 0.035, 0.000, 0.000, 0.302, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.1435 | TURN_RIGHT: 0.1440 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.7119 | Selected: BACKWARD (prob: 0.7119)
Episode 88 | Step 10 | State: [0.021, 0.025, 0.000, 0.000, 0.178, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.2214 | TURN_LEFT: 0.3722 | TURN_RIGHT: 0.2180 | FORWARD_LEFT: 0.0585 | FORWARD_RIGHT: 0.0294 | BACKWARD: 0.1004 | Selected: FORWARD (prob: 0.2214)
Episode 89 | Step 1 | State: [0.022, 0.035, 0.000, 0.000, 0.299, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.1465 | TURN_RIGHT: 0.1575 | FORWARD_LEFT: 0.0003 | FORWARD_RIGHT: 0.0003 | BACKWARD: 0.6953 | Selected: BACKWARD (prob: 0.6953)
Episode 89 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.176, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.2213 | TURN_LEFT: 0.3601 | TURN_RIGHT: 0.2259 | FORWARD_LEFT: 0.0631 | FORWARD_RIGHT: 0.0295 | BACKWARD: 0.1001 | Selected: TURN_RIGHT (prob: 0.2259)
Episode 89 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.163, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.3082 | TURN_LEFT: 0.3094 | TURN_RIGHT: 0.1906 | FORWARD_LEFT: 0.0806 | FORWARD_RIGHT: 0.0365 | BACKWARD: 0.0747 | Selected: FORWARD (prob: 0.3082)
Episode 89 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.267, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0012 | TURN_LEFT: 0.2165 | TURN_RIGHT: 0.2324 | FORWARD_LEFT: 0.0013 | FORWARD_RIGHT: 0.0008 | BACKWARD: 0.5478 | Selected: BACKWARD (prob: 0.5478)
